pmid,analysis_index,analysis_id,analysis_name,analysis_description,table_id,coordinate_count,coordinate_spaces,coordinates_json,invalid_point_count,dementia_all__include,dementia_all__confidence,dementia_all__reasoning,dementia_all__inclusion_criteria_applied,dementia_all__exclusion_criteria_applied,dementia_decreasing_activity__include,dementia_decreasing_activity__confidence,dementia_decreasing_activity__reasoning,dementia_decreasing_activity__inclusion_criteria_applied,dementia_decreasing_activity__exclusion_criteria_applied,structural__include,structural__confidence,structural__reasoning,structural__inclusion_criteria_applied,structural__exclusion_criteria_applied,functional__include,functional__confidence,functional__reasoning,functional__inclusion_criteria_applied,functional__exclusion_criteria_applied
18661129,0,18661129_analysis_0,NC > FTD,,64,9,None,"[[-8.0, 10.0, -16.0], [-8.0, 20.0, -22.0], [10.0, 38.0, 15.0], [-8.0, 9.0, -14.0], [-17.0, 8.0, 2.0], [-44.0, 35.0, -2.0], [30.0, 55.0, 12.0], [-61.0, -30.0, -15.0], [61.0, -11.0, -21.0]]",0,False,,"Excluded because GLOBAL_E3 applies: these are between-group contrasts (NC > FTD), which the global exclusion criteria disallow.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: the analysis is a between-group contrast (NC > FTD) reporting decreased metabolism in FTD, but between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this analysis is a between-group FDG-PET contrast (NC > FTD), not a VBM structural analysis, and additionally between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this is a between-group FDG-PET contrast (NC > FTD), and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]"
18661129,1,18661129_analysis_1,NC > AD,,64,10,None,"[[4.0, -48.0, 25.0], [-4.0, -45.0, 32.0], [52.0, -56.0, 34.0], [-55.0, -23.0, -22.0], [-46.0, -70.0, 33.0], [63.0, -40.0, -14.0], [-10.0, 10.0, 6.0], [43.0, 24.0, 33.0], [-45.0, 26.0, 27.0], [6.0, 8.0, 23.0]]",0,False,,"Excluded because GLOBAL_E3 applies: these are between-group contrasts (NC > AD), which the global exclusion criteria disallow.",[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: the analysis is a between-group contrast (NC > AD) and between-group contrasts are globally excluded.,[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this is an FDG-PET between-group contrast (NC > AD) rather than a VBM structural analysis, and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this FDG-PET between-group contrast (NC > AD) is a between-group comparison, which is globally excluded.",[],"[""GLOBAL_E3""]"
18661129,2,18661129_analysis_2,AD > FTD,,64,8,None,"[[-6.0, 22.0, -19.0], [-8.0, 15.0, -18.0], [-4.0, 32.0, 24.0], [18.0, 13.0, -19.0], [12.0, 36.0, 24.0], [-22.0, 14.0, -1.0], [43.0, -1.0, -30.0], [32.0, 10.0, -2.0]]",0,False,,"Excluded because GLOBAL_E3 applies: these are between-group contrasts (AD > FTD), which the global exclusion criteria disallow.",[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: the analysis is a between-group contrast (AD > FTD) and between-group contrasts are globally excluded.,[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this is an FDG-PET between-group contrast (AD > FTD) rather than a VBM structural analysis, and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this FDG-PET between-group contrast (AD > FTD) is a between-group comparison, which is globally excluded.",[],"[""GLOBAL_E3""]"
18661129,3,18661129_analysis_3,FTD > AD,,64,6,None,"[[26.0, -69.0, 31.0], [-22.0, -59.0, 35.0], [14.0, -62.0, 36.0], [-10.0, -62.0, 38.0], [-48.0, -64.0, 3.0], [41.0, -30.0, -12.0]]",0,False,,"Excluded because GLOBAL_E3 applies: these are between-group contrasts (FTD > AD), which the global exclusion criteria disallow.",[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: the analysis is a between-group contrast (FTD > AD) and between-group contrasts are globally excluded.,[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this is an FDG-PET between-group contrast (FTD > AD) rather than a VBM structural analysis, and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this FDG-PET between-group contrast (FTD > AD) is a between-group comparison, which is globally excluded.",[],"[""GLOBAL_E3""]"
18661129,4,18661129_analysis_4,FTD > NC,,64,6,None,"[[31.0, -83.0, 8.0], [-14.0, -83.0, 4.2], [-15.0, -21.0, -7.0], [-46.0, -25.0, -2.0], [21.0, -16.0, -8.0], [65.0, -36.0, 17.0]]",0,False,,"Excluded because GLOBAL_E3 applies: these are between-group contrasts (FTD > NC), which the global exclusion criteria disallow.",[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: the analysis is a between-group contrast (FTD > NC) and between-group contrasts are globally excluded.,[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this is an FDG-PET between-group contrast (FTD > NC) rather than a VBM structural analysis, and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this FDG-PET between-group contrast (FTD > NC) is a between-group comparison, which is globally excluded.",[],"[""GLOBAL_E3""]"
18661129,5,18661129_analysis_5,AD > NC,,64,7,None,"[[-1.0, -32.0, -25.0], [-46.0, -16.0, 28.0], [30.0, -16.0, -1.0], [-18.0, -16.0, -1.0], [18.0, -72.0, 5.0], [-6.0, -85.0, 6.0], [66.0, -6.0, 28.0]]",0,False,,"Excluded because GLOBAL_E3 applies: these are between-group contrasts (AD > NC), which the global exclusion criteria disallow.",[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: the analysis is a between-group contrast (AD > NC) and between-group contrasts are globally excluded.,[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this is an FDG-PET between-group contrast (AD > NC) rather than a VBM structural analysis, and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this FDG-PET between-group contrast (AD > NC) is a between-group comparison, which is globally excluded.",[],"[""GLOBAL_E3""]"
18661129,6,18661129_analysis_6,NC > FTD,,65,9,None,"[[-10.0, 37.0, 14.0], [-60.0, 7.0, -16.0], [35.0, 58.0, -6.0], [-32.0, 47.0, 18.0], [-37.0, 0.0, -7.0], [42.0, -5.0, -10.0], [-25.0, -8.0, -18.0], [29.0, -8.0, -19.0], [55.0, -3.0, -29.0]]",0,False,,"Excluded because GLOBAL_E3 applies: these analyses are between-group contrasts (NC > FTD) of VBM grey matter density, and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: the analysis is a between-group contrast (NC > FTD) showing decreased grey matter in FTD, but between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: although this is a VBM structural analysis, it is reported as a between-group contrast (NC > FTD), and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this is a VBM between-group contrast (NC > FTD), not a functional modality, and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]"
18661129,7,18661129_analysis_7,NC > AD,,65,7,None,"[[-25.0, -11.0, -10.0], [51.0, -59.0, 34.0], [-11.0, -54.0, 44.0], [-6.0, 22.0, 27.0], [28.0, -12.0, -12.0], [8.0, -53.0, 36.0], [-52.0, -51.0, 35.0]]",0,False,,"Excluded because GLOBAL_E3 applies: these analyses are between-group contrasts (NC > AD) of VBM grey matter density, and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: the analysis is a between-group contrast (NC > AD) and between-group contrasts are globally excluded.,[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: although this is a VBM structural analysis, it is reported as a between-group contrast (NC > AD), and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this is a VBM between-group contrast (NC > AD), not a functional modality, and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]"
18661129,8,18661129_analysis_8,AD > FTD,,65,4,None,"[[-28.0, 7.0, -41.0], [-8.0, 12.0, -18.0], [34.0, 14.0, -39.0], [-9.0, 17.0, -20.0]]",0,False,,"Excluded because GLOBAL_E3 applies: these analyses are between-group contrasts (AD > FTD) of VBM grey matter density, and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,Excluded because GLOBAL_E3 applies: the analysis is a between-group contrast (AD > FTD) and between-group contrasts are globally excluded.,[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: although this is a VBM structural analysis, it is reported as a between-group contrast (AD > FTD), and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]",False,,"Excluded because GLOBAL_E3 applies: this is a VBM between-group contrast (AD > FTD), not a functional modality, and between-group contrasts are globally excluded.",[],"[""GLOBAL_E3""]"
20493673,0,20493673_analysis_0,SD,,tbl2,13,MNI,"[[-60.0, -20.0, -30.0], [-50.0, -6.0, -34.0], [-46.0, -26.0, -30.0], [-12.0, 10.0, -22.0], [-12.0, 4.0, 8.0], [8.0, 58.0, 34.0], [6.0, 58.0, 10.0], [-40.0, -2.0, 8.0], [-40.0, 14.0, 4.0], [-8.0, 8.0, 28.0], [62.0, -14.0, -28.0], [12.0, 32.0, 20.0], [12.0, 24.0, 26.0]]",0,False,,Global inclusion criteria not satisfied: GLOBAL_I2 (requires sample of clinically diagnosed bvFTD without comorbidities) is not met because the study includes frontotemporal lobar degeneration with subtypes (frontotemporal and semantic dementia) rather than exclusively bvFTD.,[],[],False,,Global inclusion criteria not satisfied: GLOBAL_I2 (sample restricted to clinically diagnosed bvFTD without comorbidities) is not met — the study includes multiple FTL subtypes (including semantic dementia) rather than exclusively bvFTD.,[],[],False,,Global inclusion criteria not satisfied: GLOBAL_I2 is not met (sample is not restricted to clinically diagnosed bvFTD without comorbidities).,[],[],False,,Global inclusion criteria not satisfied: GLOBAL_I2 (requires clinically diagnosed bvFTD-only sample) is not met because the cohort includes frontotemporal lobar degeneration and semantic dementia cases.,[],[]
20493673,1,20493673_analysis_1,FTD,,tbl2,8,MNI,"[[4.0, 28.0, 38.0], [4.0, 66.0, 2.0], [4.0, 64.0, 20.0], [-8.0, 8.0, 4.0], [-14.0, 0.0, 16.0], [0.0, 30.0, -24.0], [-10.0, 20.0, -26.0], [20.0, 6.0, 10.0]]",0,False,,Global inclusion criteria not satisfied: GLOBAL_I2 (requires sample of clinically diagnosed bvFTD without comorbidities) is not met because the study includes multiple FTL subtypes (frontotemporal and semantic dementia) rather than exclusively bvFTD.,[],[],False,,Global inclusion criteria not satisfied: GLOBAL_I2 (sample restricted to clinically diagnosed bvFTD without comorbidities) is not met — the study includes multiple FTL subtypes rather than exclusively bvFTD.,[],[],False,,Global inclusion criteria not satisfied: GLOBAL_I2 is not met (cohort not exclusively clinically diagnosed bvFTD).,[],[],False,,Global inclusion criteria not satisfied: GLOBAL_I2 (requires bvFTD-only sample) is not met because the participants include semantic dementia and other FTL subtypes.,[],[]
20493673,2,20493673_analysis_2,Executive deficits,,tbl3,12,MNI,"[[0.0, 0.0, 30.0], [2.0, 18.0, 24.0], [12.0, 18.0, 24.0], [-12.0, -2.0, 12.0], [-12.0, 8.0, 6.0], [-8.0, -30.0, 12.0], [-26.0, 50.0, 30.0], [-58.0, 14.0, 22.0], [-48.0, 12.0, 42.0], [2.0, 56.0, 4.0], [-26.0, 18.0, 54.0], [-40.0, 18.0, -2.0]]",0,False,,Global inclusion criteria not satisfied: GLOBAL_I2 (sample limited to clinically diagnosed bvFTD without comorbidities) is not met; the study includes multiple frontotemporal lobar degeneration subtypes.,[],[],False,,Global inclusion criteria not satisfied: GLOBAL_I2 (requires bvFTD-only sample) is not met — the cohort comprises various FTL subtypes (including semantic dementia).,[],[],False,,Global inclusion criteria not satisfied: GLOBAL_I2 is not met (sample not exclusively clinically diagnosed bvFTD).,[],[],False,,Global inclusion criteria not satisfied: GLOBAL_I2 (bvFTD-only sample required) is not met because the study population includes semantic dementia and other FTL subtypes.,[],[]
