pmid,analysis_index,analysis_id,analysis_name,analysis_description,table_id,coordinate_count,coordinate_spaces,coordinates_json,invalid_point_count,dementia_all__include,dementia_all__confidence,dementia_all__reasoning,dementia_all__inclusion_criteria_applied,dementia_all__exclusion_criteria_applied,dementia_decreasing_activity__include,dementia_decreasing_activity__confidence,dementia_decreasing_activity__reasoning,dementia_decreasing_activity__inclusion_criteria_applied,dementia_decreasing_activity__exclusion_criteria_applied,structural__include,structural__confidence,structural__reasoning,structural__inclusion_criteria_applied,structural__exclusion_criteria_applied,functional__include,functional__confidence,functional__reasoning,functional__inclusion_criteria_applied,functional__exclusion_criteria_applied
18661129,0,18661129_analysis_0,NC > FTD,,64,9,None,"[[-8.0, 10.0, -16.0], [-8.0, 20.0, -22.0], [10.0, 38.0, 15.0], [-8.0, 9.0, -14.0], [-17.0, 8.0, 2.0], [-44.0, 35.0, -2.0], [30.0, 55.0, 12.0], [-61.0, -30.0, -15.0], [61.0, -11.0, -21.0]]",0,True,,"Analysis is a whole-brain voxelwise FDG-PET comparison of FTD vs controls; meets global whole-brain, FTD sample, and FTD-vs-control requirements and uses an accepted modality (FDG-PET).","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],True,,"This is a whole-brain FDG-PET NC > FTD contrast (controls > FTD), showing decreased metabolism/ activity in the FTD group; meets global criteria and local decrease+modality criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],False,,Excluded because STRUCTURAL_I1 is not met: this analysis reports FDG-PET metabolism (functional) rather than VBM structural data.,[],[],True,,Whole-brain FDG-PET analysis comparing FTD to controls; meets global criteria and uses FDG-PET (functional) modality.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""FUNCTIONAL_I1""]",[]
18661129,1,18661129_analysis_1,NC > AD,,64,10,None,"[[4.0, -48.0, 25.0], [-4.0, -45.0, 32.0], [52.0, -56.0, 34.0], [-55.0, -23.0, -22.0], [-46.0, -70.0, 33.0], [63.0, -40.0, -14.0], [-10.0, 10.0, 6.0], [43.0, 24.0, 33.0], [-45.0, 26.0, 27.0], [6.0, 8.0, 23.0]]",0,False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: this analysis compares NC > AD and does not include a clinically diagnosed FTD (bvFTD) group nor compare FTD to healthy controls.,[],[],False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: the analysis is NC > AD (no FTD sample and no FTD-vs-control comparison).,[],[],False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: this is an NC > AD voxelwise analysis that does not include or compare a bvFTD group to controls.,[],[],False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: the analysis does not include a bvFTD group nor compare bvFTD to healthy controls (NC > AD).,[],[]
18661129,2,18661129_analysis_2,AD > FTD,,64,8,None,"[[-6.0, 22.0, -19.0], [-8.0, 15.0, -18.0], [-4.0, 32.0, 24.0], [18.0, 13.0, -19.0], [12.0, 36.0, 24.0], [-22.0, 14.0, -1.0], [43.0, -1.0, -30.0], [32.0, 10.0, -2.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this analysis compares AD > FTD (AD vs FTD) and does not compare the FTD group to healthy controls.,[],[],False,,Excluded because GLOBAL_I3 is not met: AD > FTD does not provide a bvFTD vs control (NC) decrease contrast required by the global inclusion criteria.,[],[],False,,Excluded because GLOBAL_I3 is not met: this analysis (AD > FTD) does not compare FTD to healthy controls.,[],[],False,,Excluded because GLOBAL_I3 is not met: the analysis compares AD to FTD but lacks the required FTD vs healthy control comparison.,[],[]
18661129,3,18661129_analysis_3,FTD > AD,,64,6,None,"[[26.0, -69.0, 31.0], [-22.0, -59.0, 35.0], [14.0, -62.0, 36.0], [-10.0, -62.0, 38.0], [-48.0, -64.0, 3.0], [41.0, -30.0, -12.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this FTD > AD contrast does not compare the FTD group to healthy controls.,[],[],False,,"Excluded because GLOBAL_I3 is not met: the contrast FTD > AD does not report decreases in bvFTD relative to controls (it shows increases relative to AD), and does not compare FTD to healthy controls.",[],[],False,,Excluded because GLOBAL_I3 is not met: analysis compares FTD to AD but not to healthy controls.,[],[],False,,Excluded because GLOBAL_I3 is not met: the analysis lacks an FTD vs healthy control comparison.,[],[]
18661129,4,18661129_analysis_4,FTD > NC,,64,6,None,"[[31.0, -83.0, 8.0], [-14.0, -83.0, 4.2], [-15.0, -21.0, -7.0], [-46.0, -25.0, -2.0], [21.0, -16.0, -8.0], [65.0, -36.0, 17.0]]",0,True,,Whole-brain voxelwise FDG-PET contrast including FTD vs controls (FTD > NC); meets global criteria and uses FDG-PET modality.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],False,,Excluded because DEMENTIA_DECREASING_ACTIVITY_I1 is not met: this contrast is FTD > NC (increased activity in FTD relative to controls) rather than a Control > FTD decrease contrast.,[],[],False,,Excluded because STRUCTURAL_I1 is not met: this analysis reports FDG-PET (functional) data rather than VBM structural data.,[],[],True,,Whole-brain FDG-PET analysis comparing FTD to controls (FTD > NC); meets global criteria and uses FDG-PET (functional) modality.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""FUNCTIONAL_I1""]",[]
18661129,5,18661129_analysis_5,AD > NC,,64,7,None,"[[-1.0, -32.0, -25.0], [-46.0, -16.0, 28.0], [30.0, -16.0, -1.0], [-18.0, -16.0, -1.0], [18.0, -72.0, 5.0], [-6.0, -85.0, 6.0], [66.0, -6.0, 28.0]]",0,False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: this analysis is AD > NC and does not include or compare a bvFTD group to healthy controls.,[],[],False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: no bvFTD group is included and no FTD-vs-control comparison is present (AD > NC).,[],[],False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: the contrast AD > NC does not involve a bvFTD sample nor a bvFTD vs control comparison.,[],[],False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: this analysis does not include a bvFTD group nor compare bvFTD to healthy controls.,[],[]
18661129,6,18661129_analysis_6,NC > FTD,,65,9,None,"[[-10.0, 37.0, 14.0], [-60.0, 7.0, -16.0], [35.0, 58.0, -6.0], [-32.0, 47.0, 18.0], [-37.0, 0.0, -7.0], [42.0, -5.0, -10.0], [-25.0, -8.0, -18.0], [29.0, -8.0, -19.0], [55.0, -3.0, -29.0]]",0,True,,Whole-brain voxelwise VBM contrast (NC > FTD) comparing FTD to controls; meets global criteria and uses an accepted modality (VBM).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],True,,"This whole-brain VBM NC > FTD contrast shows decreased grey matter volume in FTD relative to controls, satisfying the local decrease criterion and modality requirement.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],True,,This is a whole-brain VBM analysis comparing FTD to controls; meets global criteria and STRUCTURAL_I1.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""STRUCTURAL_I1""]",[],False,,Excluded because FUNCTIONAL_I1 is not met: this analysis uses VBM (structural MRI) rather than FDG-PET or fMRI (functional) modalities.,[],[]
18661129,7,18661129_analysis_7,NC > AD,,65,7,None,"[[-25.0, -11.0, -10.0], [51.0, -59.0, 34.0], [-11.0, -54.0, 44.0], [-6.0, 22.0, 27.0], [28.0, -12.0, -12.0], [8.0, -53.0, 36.0], [-52.0, -51.0, 35.0]]",0,False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: this NC > AD VBM contrast does not include or compare a bvFTD group to healthy controls.,[],[],False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: the analysis is NC > AD (no bvFTD sample or bvFTD-vs-control comparison).,[],[],False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: this VBM contrast (NC > AD) does not involve a bvFTD sample nor a bvFTD vs healthy control comparison.,[],[],False,,Excluded because GLOBAL_I2 and GLOBAL_I3 are not met: no bvFTD group is included and no bvFTD-vs-control comparison is present.,[],[]
18661129,8,18661129_analysis_8,AD > FTD,,65,4,None,"[[-28.0, 7.0, -41.0], [-8.0, 12.0, -18.0], [34.0, 14.0, -39.0], [-9.0, 17.0, -20.0]]",0,False,,Excluded because GLOBAL_I3 is not met: this AD > FTD VBM contrast compares AD to FTD but does not compare the FTD group to healthy controls.,[],[],False,,Excluded because GLOBAL_I3 is not met: the analysis (AD > FTD) lacks an FTD versus healthy control comparison required by the global criteria.,[],[],False,,"Excluded because GLOBAL_I3 is not met: although this is a VBM analysis, it does not compare FTD to healthy controls (it compares AD to FTD).",[],[],False,,Excluded because GLOBAL_I3 is not met: this VBM AD > FTD contrast lacks the required FTD vs healthy control comparison and does not use FDG-PET/fMRI.,[],[]
20493673,0,20493673_analysis_0,SD,,tbl2,13,MNI,"[[-60.0, -20.0, -30.0], [-50.0, -6.0, -34.0], [-46.0, -26.0, -30.0], [-12.0, 10.0, -22.0], [-12.0, 4.0, 8.0], [8.0, 58.0, 34.0], [6.0, 58.0, 10.0], [-40.0, -2.0, 8.0], [-40.0, 14.0, 4.0], [-8.0, 8.0, 28.0], [62.0, -14.0, -28.0], [12.0, 32.0, 20.0], [12.0, 24.0, 26.0]]",0,False,,Analysis is SD (semantic dementia) group only and does not include behavioral variant FTD (bvFTD) nor compare a bvFTD group to healthy controls; missing required global inclusion criteria GLOBAL_I2 and GLOBAL_I3.,[],[],False,,"Although this is a whole-brain FDG-PET group comparison, the analysis is SD only (no bvFTD) and does not meet GLOBAL_I2 and GLOBAL_I3 (requires bvFTD group vs controls); missing GLOBAL_I2 and GLOBAL_I3.",[],[],False,,Excluded because the analysis is FDG-PET functional imaging (not VBM); also it does not include bvFTD or compare bvFTD to controls (missing GLOBAL_I2 and GLOBAL_I3 and STRUCTURAL_I1).,[],[],False,,"Functional modality (FDG-PET) is present, but the analysis is SD-only and does not include a bvFTD group nor compare bvFTD to healthy controls; missing GLOBAL_I2 and GLOBAL_I3.",[],[]
20493673,1,20493673_analysis_1,FTD,,tbl2,8,MNI,"[[4.0, 28.0, 38.0], [4.0, 66.0, 2.0], [4.0, 64.0, 20.0], [-8.0, 8.0, 4.0], [-14.0, 0.0, 16.0], [0.0, 30.0, -24.0], [-10.0, 20.0, -26.0], [20.0, 6.0, 10.0]]",0,True,,Analysis is a whole-brain voxelwise FDG-PET group comparison of FTD vs controls (meets global criteria) and uses FDG-PET as allowed imaging modality.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_ALL_I1""]",[],True,,"FTD vs controls shows decreases in metabolism (Control > FTD) on whole-brain FDG-PET, satisfying both global and local inclusion criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],False,,"Excluded because the modality is FDG-PET (functional), not VBM; missing STRUCTURAL_I1.",[],[],True,,FDG-PET whole-brain voxelwise group comparison of FTD vs controls meets global criteria and the functional-modality criterion.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""GLOBAL_I3"", ""FUNCTIONAL_I1""]",[]
