pmid,priority,is_gold,in_included_set,type,reported_by,existing_path
12202080,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/12202080/text.txt
12202095,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/12202095/text.txt
12377135,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/12377135/text.txt
12377143,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/12377143/text.txt
12377172,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/12377172/text.txt
12414293,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/12414293/text.txt
12414298,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/12414298/text.txt
12482070,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/12482070/text.txt
12482094,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/12482094/text.txt
12498753,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/12498753/text.txt
14584558,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/14584558/text.txt
14584560,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/14584560/text.txt
15165356,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of cognitive neuroscience/15165356.html
15221201,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychopharmacology/15221201.html
15259886,2,False,True,incomplete,v3,"/home/zorro/repos/autonima-results/articles/ace_outputs/html/Cognitive, affective & behavioral neuroscience/15259886.html"
15954139,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Human brain mapping/15954139.html
15998190,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Behavioral neuroscience/15998190.html
16042034,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/16042034/text.txt
16320092,2,False,True,incomplete,v3,"/home/zorro/repos/autonima-results/articles/ace_outputs/html/Magma (New York, N.Y.)/16320092.html"
16683506,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/16683506/text.txt
16882026,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The European journal of neuroscience/16882026.html
17074949,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The American journal of psychiatry/17074949.html
17329469,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The American journal of psychiatry/17329469.html
17334204,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/17334204/text.txt
17334205,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/17334205/text.txt
17334214,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/17334214/text.txt
17335394,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of cognitive neuroscience/17335394.html
17828390,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Experimental brain research/17828390.html
1791928,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/1791928/text.txt
17958488,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of cognitive neuroscience/17958488.html
18201130,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of cognitive neuroscience/18201130.html
18654087,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychobiology/18654087.html
18753378,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/18753378.html
18756092,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychobiology/18756092.html
1888800,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/1888800/text.txt
1985266,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Nature/1985266.html
8541254,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/8541254/text.txt
8637437,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/8637437/text.txt
8736565,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/8736565/text.txt
8783220,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/8783220/text.txt
8797239,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/8797239/text.txt
8864300,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/8864300/text.txt
8904746,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/8904746/text.txt
8946428,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/8946428/text.txt
8988793,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/8988793/text.txt
9322207,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/9322207/text.txt
9343598,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/9343598/text.txt
9345543,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/9345543/text.txt
9347483,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/9347483/text.txt
9471116,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/9471116/text.txt
9549504,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Brain : a journal of neurology/9549504.html
9558642,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/9558642/text.txt
9669104,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/9669104/text.txt
9918736,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/elsevier_output/9918736/text.txt
9990848,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychological bulletin/9990848.html
10198130,2,False,True,unavailable,v3,
10353369,2,False,True,unavailable,v3,
10432178,2,False,True,unavailable,v3,
10458945,2,False,True,unavailable,v3,
10495195,2,False,True,unavailable,v3,
10536086,2,False,True,unavailable,v3,
10591898,2,False,True,unavailable,v3,
10601740,2,False,True,unavailable,v3,
10643727,2,False,True,unavailable,v3,
10671402,2,False,True,unavailable,v3,
10683845,2,False,True,unavailable,v3,
10731771,2,False,True,unavailable,v3,
10769314,2,False,True,unavailable,v3,
10769315,2,False,True,unavailable,v3,
10806028,2,False,True,unavailable,v3,
10852226,2,False,True,unavailable,v3,
10852235,2,False,True,unavailable,v3,
10923671,2,False,True,unavailable,v3,
10943726,2,False,True,unavailable,v3,
11002354,2,False,True,unavailable,v3,
11053229,2,False,True,unavailable,v3,
11055257,2,False,True,unavailable,v3,
11095535,2,False,True,unavailable,v3,
11098794,2,False,True,unavailable,v3,
11133304,2,False,True,unavailable,v3,
11177419,2,False,True,unavailable,v3,
11198706,2,False,True,unavailable,v3,
11247643,2,False,True,unavailable,v3,
11338050,2,False,True,unavailable,v3,
11352614,2,False,True,unavailable,v3,
11407441,2,False,True,unavailable,v3,
11435947,2,False,True,unavailable,v3,
11439722,2,False,True,unavailable,v3,
11467923,2,False,True,unavailable,v3,
11501735,2,False,True,unavailable,v3,
11506643,2,False,True,unavailable,v3,
11506651,2,False,True,unavailable,v3,
11506652,2,False,True,unavailable,v3,
11523277,2,False,True,unavailable,v3,
11530838,2,False,True,unavailable,v3,
11532605,2,False,True,unavailable,v3,
11564318,2,False,True,unavailable,v3,
11564325,2,False,True,unavailable,v3,
11723198,2,False,True,unavailable,v3,
11733723,2,False,True,unavailable,v3,
11742236,2,False,True,unavailable,v3,
11746723,2,False,True,unavailable,v3,
11784444,2,False,True,unavailable,v3,
11798267,2,False,True,unavailable,v3,
11798278,2,False,True,unavailable,v3,
11848695,2,False,True,unavailable,v3,
11848716,2,False,True,unavailable,v3,
11859197,2,False,True,unavailable,v3,
11872615,2,False,True,unavailable,v3,
11906222,2,False,True,unavailable,v3,
11906233,2,False,True,unavailable,v3,
11906238,2,False,True,unavailable,v3,
11930153,2,False,True,unavailable,v3,
11931287,2,False,True,unavailable,v3,
11969318,2,False,True,unavailable,v3,
11970781,2,False,True,unavailable,v3,
11970783,2,False,True,unavailable,v3,
11970810,2,False,True,unavailable,v3,
12030819,2,False,True,unavailable,v3,
12030821,2,False,True,unavailable,v3,
12030830,2,False,True,unavailable,v3,
12112769,2,False,True,unavailable,v3,
12126504,2,False,True,unavailable,v3,
12135969,2,False,True,unavailable,v3,
12150424,2,False,True,unavailable,v3,
12151507,2,False,True,unavailable,v3,
12167257,2,False,True,unavailable,v3,
12167261,2,False,True,unavailable,v3,
12187466,2,False,True,unavailable,v3,
12218703,2,False,True,unavailable,v3,
12244209,2,False,True,unavailable,v3,
12353245,2,False,True,unavailable,v3,
12364845,2,False,True,unavailable,v3,
12388609,2,False,True,unavailable,v3,
12419128,2,False,True,unavailable,v3,
12452585,2,False,True,unavailable,v3,
12455680,2,False,True,unavailable,v3,
12467100,2,False,True,unavailable,v3,
12488794,2,False,True,unavailable,v3,
12495525,2,False,True,unavailable,v3,
12495527,2,False,True,unavailable,v3,
12566291,2,False,True,unavailable,v3,
12632466,2,False,True,unavailable,v3,
12805308,2,False,True,unavailable,v3,
12807408,2,False,True,unavailable,v3,
12814380,2,False,True,unavailable,v3,
12821793,2,False,True,unavailable,v3,
12943324,2,False,True,unavailable,v3,
12943328,2,False,True,unavailable,v3,
12944506,2,False,True,unavailable,v3,
12944513,2,False,True,unavailable,v3,
12958082,2,False,True,unavailable,v3,
12958206,2,False,True,unavailable,v3,
12965041,2,False,True,unavailable,v3,
13680443,2,False,True,unavailable,v3,
1421133,2,False,True,unavailable,v3,
14511531,2,False,True,unavailable,v3,
14511532,2,False,True,unavailable,v3,
14561934,2,False,True,unavailable,v3,
14586167,2,False,True,unavailable,v3,
14600490,2,False,True,unavailable,v3,
14709231,2,False,True,unavailable,v3,
14749289,2,False,True,unavailable,v3,
14755597,2,False,True,unavailable,v3,
14762135,2,False,True,unavailable,v3,
1499309,2,False,True,unavailable,v3,
15006042,2,False,True,unavailable,v3,
15102907,2,False,True,unavailable,v3,
15106844,2,False,True,unavailable,v3,
15108303,2,False,True,unavailable,v3,
15140927,2,False,True,unavailable,v3,
15147492,2,False,True,unavailable,v3,
15165352,2,False,True,unavailable,v3,
15195290,2,False,True,unavailable,v3,
15202106,2,False,True,unavailable,v3,
15204056,2,False,True,unavailable,v3,
15298780,2,False,True,unavailable,v3,
15298782,2,False,True,unavailable,v3,
15305123,2,False,True,unavailable,v3,
15453978,2,False,True,unavailable,v3,
15470151,2,False,True,unavailable,v3,
15506872,2,False,True,unavailable,v3,
15535173,2,False,True,unavailable,v3,
15538174,2,False,True,unavailable,v3,
15543554,2,False,True,unavailable,v3,
15544421,2,False,True,unavailable,v3,
15564579,2,False,True,unavailable,v3,
15574744,2,False,True,unavailable,v3,
15579215,2,False,True,unavailable,v3,
15601523,2,False,True,unavailable,v3,
15620227,2,False,True,unavailable,v3,
15640752,2,False,True,unavailable,v3,
15651051,2,False,True,unavailable,v3,
15668720,2,False,True,unavailable,v3,
15700505,2,False,True,unavailable,v3,
15700721,2,False,True,unavailable,v3,
15709808,2,False,True,unavailable,v3,
15711850,2,False,True,unavailable,v3,
15746230,2,False,True,unavailable,v3,
15758155,2,False,True,unavailable,v3,
15769206,2,False,True,unavailable,v3,
15772354,2,False,True,unavailable,v3,
15814009,2,False,True,unavailable,v3,
15814441,2,False,True,unavailable,v3,
15826972,2,False,True,unavailable,v3,
15826978,2,False,True,unavailable,v3,
15841675,2,False,True,unavailable,v3,
15843789,2,False,True,unavailable,v3,
15849894,2,False,True,unavailable,v3,
15849896,2,False,True,unavailable,v3,
15849897,2,False,True,unavailable,v3,
15849900,2,False,True,unavailable,v3,
15852470,2,False,True,unavailable,v3,
15858420,2,False,True,unavailable,v3,
15901409,2,False,True,unavailable,v3,
15904548,2,False,True,unavailable,v3,
15913008,2,False,True,unavailable,v3,
15930376,2,False,True,unavailable,v3,
15965999,2,False,True,unavailable,v3,
15969909,2,False,True,unavailable,v3,
16001441,2,False,True,unavailable,v3,
16033888,2,False,True,unavailable,v3,
16060826,2,False,True,unavailable,v3,
16091536,2,False,True,unavailable,v3,
16102231,2,False,True,unavailable,v3,
16102232,2,False,True,unavailable,v3,
16106488,2,False,True,unavailable,v3,
16110274,2,False,True,unavailable,v3,
16171288,2,False,True,unavailable,v3,
16180620,2,False,True,unavailable,v3,
16180624,2,False,True,unavailable,v3,
16180627,2,False,True,unavailable,v3,
16197682,2,False,True,unavailable,v3,
16197690,2,False,True,unavailable,v3,
16209427,2,False,True,unavailable,v3,
16269113,2,False,True,unavailable,v3,
16342150,2,False,True,unavailable,v3,
16364058,2,False,True,unavailable,v3,
16396094,2,False,True,unavailable,v3,
16404736,2,False,True,unavailable,v3,
16417680,2,False,True,unavailable,v3,
16421302,2,False,True,unavailable,v3,
16421311,2,False,True,unavailable,v3,
16452666,2,False,True,unavailable,v3,
16495939,2,False,True,unavailable,v3,
16510720,2,False,True,unavailable,v3,
16512999,2,False,True,unavailable,v3,
16513004,2,False,True,unavailable,v3,
16513006,2,False,True,unavailable,v3,
16525049,2,False,True,unavailable,v3,
16671081,2,False,True,unavailable,v3,
16672649,2,False,True,unavailable,v3,
16768362,2,False,True,unavailable,v3,
16768364,2,False,True,unavailable,v3,
16770797,2,False,True,unavailable,v3,
16775140,2,False,True,unavailable,v3,
16822972,2,False,True,unavailable,v3,
16839292,2,False,True,unavailable,v3,
16839301,2,False,True,unavailable,v3,
16899039,2,False,True,unavailable,v3,
16944483,2,False,True,unavailable,v3,
16989546,2,False,True,unavailable,v3,
16989552,2,False,True,unavailable,v3,
17007235,2,False,True,unavailable,v3,
17014375,2,False,True,unavailable,v3,
17065458,2,False,True,unavailable,v3,
17065463,2,False,True,unavailable,v3,
17080442,2,False,True,unavailable,v3,
17089374,2,False,True,unavailable,v3,
17133392,2,False,True,unavailable,v3,
17133397,2,False,True,unavailable,v3,
17133402,2,False,True,unavailable,v3,
17159818,2,False,True,unavailable,v3,
17162995,2,False,True,unavailable,v3,
17164821,2,False,True,unavailable,v3,
17182773,2,False,True,unavailable,v3,
17236244,2,False,True,unavailable,v3,
17243354,2,False,True,unavailable,v3,
17274018,2,False,True,unavailable,v3,
17274022,2,False,True,unavailable,v3,
17280517,2,False,True,unavailable,v3,
17290371,2,False,True,unavailable,v3,
17290373,2,False,True,unavailable,v3,
17301186,2,False,True,unavailable,v3,
17310866,2,False,True,unavailable,v3,
17358019,2,False,True,unavailable,v3,
17381255,2,False,True,unavailable,v3,
17409238,2,False,True,unavailable,v3,
17442821,2,False,True,unavailable,v3,
17488202,2,False,True,unavailable,v3,
17517680,2,False,True,unavailable,v3,
17522324,2,False,True,unavailable,v3,
17536965,2,False,True,unavailable,v3,
17536966,2,False,True,unavailable,v3,
17538951,2,False,True,unavailable,v3,
17634374,2,False,True,unavailable,v3,
17636131,2,False,True,unavailable,v3,
17672384,2,False,True,unavailable,v3,
17699624,2,False,True,unavailable,v3,
17715350,2,False,True,unavailable,v3,
17784808,2,False,True,unavailable,v3,
17804479,2,False,True,unavailable,v3,
17804811,2,False,True,unavailable,v3,
17855604,2,False,True,unavailable,v3,
17878731,2,False,True,unavailable,v3,
17892385,2,False,True,unavailable,v3,
17895916,2,False,True,unavailable,v3,
17928444,2,False,True,unavailable,v3,
17938635,2,False,True,unavailable,v3,
17999985,2,False,True,unavailable,v3,
18030926,2,False,True,unavailable,v3,
18052782,2,False,True,unavailable,v3,
18057197,2,False,True,unavailable,v3,
1815891,2,False,True,unavailable,v3,
18189000,2,False,True,unavailable,v3,
18203694,2,False,True,unavailable,v3,
18208887,2,False,True,unavailable,v3,
18208900,2,False,True,unavailable,v3,
18211230,2,False,True,unavailable,v3,
18216206,2,False,True,unavailable,v3,
18257001,2,False,True,unavailable,v3,
18275335,2,False,True,unavailable,v3,
18284346,2,False,True,unavailable,v3,
18303978,2,False,True,unavailable,v3,
18327832,2,False,True,unavailable,v3,
18345980,2,False,True,unavailable,v3,
18345985,2,False,True,unavailable,v3,
18385328,2,False,True,unavailable,v3,
18385330,2,False,True,unavailable,v3,
18416674,2,False,True,unavailable,v3,
18448644,2,False,True,unavailable,v3,
18457512,2,False,True,unavailable,v3,
18495886,2,False,True,unavailable,v3,
18560059,2,False,True,unavailable,v3,
18562599,2,False,True,unavailable,v3,
18573836,2,False,True,unavailable,v3,
18577292,2,False,True,unavailable,v3,
18589507,2,False,True,unavailable,v3,
18605868,2,False,True,unavailable,v3,
18632934,2,False,True,unavailable,v3,
18674847,2,False,True,unavailable,v3,
18723676,2,False,True,unavailable,v3,
18723901,2,False,True,unavailable,v3,
18799681,2,False,True,unavailable,v3,
18814461,2,False,True,unavailable,v3,
18815263,2,False,True,unavailable,v3,
18829695,2,False,True,unavailable,v3,
18832559,2,False,True,unavailable,v3,
18947356,2,False,True,unavailable,v3,
18978666,2,False,True,unavailable,v3,
19005068,2,False,True,unavailable,v3,
19042912,2,False,True,unavailable,v3,
19044213,2,False,True,unavailable,v3,
19046396,2,False,True,unavailable,v3,
19065146,2,False,True,unavailable,v3,
19074015,2,False,True,unavailable,v3,
19088741,2,False,True,unavailable,v3,
19091969,2,False,True,unavailable,v3,
19111526,2,False,True,unavailable,v3,
19163753,2,False,True,unavailable,v3,
19378878,2,False,True,unavailable,v3,
2296583,2,False,True,unavailable,v3,
2400544,2,False,True,unavailable,v3,
2487185,2,False,True,unavailable,v3,
7477346,2,False,True,unavailable,v3,
8061298,2,False,True,unavailable,v3,
8078943,2,False,True,unavailable,v3,
8347806,2,False,True,unavailable,v3,
8430100,2,False,True,unavailable,v3,
8510752,2,False,True,unavailable,v3,
8551361,2,False,True,unavailable,v3,
8670636,2,False,True,unavailable,v3,
8670637,2,False,True,unavailable,v3,
8670685,2,False,True,unavailable,v3,
8691239,2,False,True,unavailable,v3,
8714706,2,False,True,unavailable,v3,
8742429,2,False,True,unavailable,v3,
8797896,2,False,True,unavailable,v3,
8931584,2,False,True,unavailable,v3,
9080445,2,False,True,unavailable,v3,
9110329,2,False,True,unavailable,v3,
9121584,2,False,True,unavailable,v3,
9141052,2,False,True,unavailable,v3,
9177249,2,False,True,unavailable,v3,
9212721,2,False,True,unavailable,v3,
9238495,2,False,True,unavailable,v3,
9339453,2,False,True,unavailable,v3,
9365369,2,False,True,unavailable,v3,
9382475,2,False,True,unavailable,v3,
9391022,2,False,True,unavailable,v3,
9437772,2,False,True,unavailable,v3,
9448244,2,False,True,unavailable,v3,
9448576,2,False,True,unavailable,v3,
9476949,2,False,True,unavailable,v3,
9478894,2,False,True,unavailable,v3,
9547077,2,False,True,unavailable,v3,
9601664,2,False,True,unavailable,v3,
9619196,2,False,True,unavailable,v3,
9628425,2,False,True,unavailable,v3,
9634568,2,False,True,unavailable,v3,
9673660,2,False,True,unavailable,v3,
