pmid,projects,tier,year,route,p_tables,already_tried,next_action
26540113,dementia,excluded,2015,no-link,0.747,elsevier-skipped,manual: resolve doi first
26558708,cue_reactivity,excluded,2015,other,0.747,nothing,manual: publisher html
26560730,dementia,excluded,2016,unknown,0.747,elsevier-skipped;html-saved-no-tables,manual: re-save (current copy lacks tables)
26585056,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26590270,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26599058,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26617288,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26620033,dementia,excluded,2015,no-link,0.747,elsevier-skipped,manual: resolve doi first
26631894,dementia,excluded,2015,other,0.747,elsevier-skipped,manual: publisher html
26635213,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26645189,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26646994,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26679216,dementia,excluded,2016,pmc,0.747,elsevier-skipped,manual: pmc via browser
26712857,vbm_of_substance_use,excluded,2016,pmc,0.747,nothing,manual: pmc via browser
26722848,decision_making,excluded,2016,other,0.747,nothing,manual: publisher html
26724781,cue_reactivity,excluded,2016,elsevier,0.747,elsevier-success;text-only,manual: publisher html
26726932,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26732626,cue_reactivity,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
26755768,emotion_regulation_2022,excluded,2016,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
26757195,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26769912,cue_reactivity,excluded,2016,other,0.747,nothing,manual: publisher html
26810719,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26811253,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26853805,vbm_of_substance_use,excluded,2016,other,0.747,nothing,manual: publisher html
26859219,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26872344,emotion_regulation_2022,excluded,2016,elsevier,0.747,elsevier-success;text-only,manual: publisher html
26879253,cue_reactivity,excluded,2016,elsevier,0.747,elsevier-failed,manual: publisher html
26886102,emotion_regulation_2022,excluded,2016,other,0.747,nothing,manual: publisher html
26889898,emotion_regulation_2022,excluded,2016,other,0.747,nothing,manual: publisher html
26890769,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26901360,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26920674,dementia,excluded,2016,pmc,0.747,elsevier-skipped,manual: pmc via browser
26939636,dementia,excluded,2016,pmc,0.747,elsevier-skipped,manual: pmc via browser
26972054,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
26978060,dementia,excluded,2015,other,0.747,elsevier-skipped,manual: publisher html
27001827,cue_reactivity,excluded,2016,pmc,0.747,nothing,manual: pmc via browser
27003218,dementia,excluded,2016,pmc,0.747,elsevier-skipped,manual: pmc via browser
27021778,dementia,excluded,2016,elsevier,0.747,elsevier-success;text-only,manual: publisher html
27029053,dementia,excluded,2016,pmc,0.747,elsevier-skipped,manual: pmc via browser
27053210,vbm_of_substance_use,excluded,2016,pmc,0.747,nothing,manual: pmc via browser
27072014,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27075439,emotion_regulation_2022,excluded,2016,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
27104903,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27194245,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27200505,emotion_regulation_2022,excluded,2016,other,0.747,nothing,manual: publisher html
27207511,cue_reactivity,excluded,2016,other,0.747,nothing,manual: publisher html
27208859,emotion_regulation_2022,excluded,2016,elsevier,0.747,elsevier-success;text-only,manual: publisher html
27224435,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27273474,decision_making,excluded,2016,pmc,0.747,nothing,manual: pmc via browser
27314528,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27334648,dementia,excluded,2016,elsevier,0.747,elsevier-success;text-only,manual: publisher html
27351671,emotion_regulation_2022,excluded,2016,other,0.747,nothing,manual: publisher html
27356737,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27384542,cue_reactivity,excluded,2016,pmc,0.747,nothing,manual: pmc via browser
27435367,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27439681,dementia,excluded,2016,no-link,0.747,elsevier-skipped,manual: resolve doi first
27445213,decision_making,excluded,2016,pmc,0.747,nothing,manual: pmc via browser
27447790,emotion_regulation_2022,excluded,2016,other,0.747,nothing,manual: publisher html
27463684,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27464638,cue_reactivity,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
27489094,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27489336,cue_reactivity,excluded,2016,pmc,0.747,nothing,manual: pmc via browser
27497488,dementia,excluded,2016,pmc,0.747,elsevier-skipped,manual: pmc via browser
27502125,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27503449,cue_reactivity,excluded,2016,elsevier,0.747,elsevier-success;text-only,manual: publisher html
27567843,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27570907,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27570951,emotion_regulation_2022,excluded,2016,other,0.747,nothing,manual: publisher html
27611586,emotion_regulation_2022,excluded,2016,other,0.747,nothing,manual: publisher html
27624723,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
27636847,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
27641922,cue_reactivity,excluded,2016,other,0.747,nothing,manual: publisher html
27654968,dementia,excluded,2016,pmc,0.747,elsevier-skipped,manual: pmc via browser
27662439,cue_reactivity,excluded,2016,pmc,0.747,nothing,manual: pmc via browser
27663021,cue_reactivity;decision_making,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
27677318,dementia,excluded,2018,no-link,0.747,elsevier-skipped,manual: resolve doi first
27683898,decision_making,excluded,2016,pmc,0.747,nothing,manual: pmc via browser
27687251,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
27714552,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
27725214,emotion_regulation_2022,excluded,2016,unknown,0.747,elsevier-success;html-saved-no-tables,manual: re-save (current copy lacks tables)
27738991,vbm_of_substance_use,excluded,2017,other,0.747,nothing,manual: publisher html
27739397,vbm_of_substance_use,excluded,2016,pmc,0.747,nothing,manual: pmc via browser
27743250,dementia,excluded,2016,other,0.747,elsevier-skipped,manual: publisher html
27792009,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
27802239,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
27802240,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
27808568,vbm_of_substance_use,excluded,2017,other,0.747,nothing,manual: publisher html
27822488,emotion_regulation_2022,excluded,2016,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
27829310,vbm_of_substance_use,excluded,2017,no-link,0.747,nothing,manual: resolve doi first
27830632,vbm_of_substance_use,excluded,2017,other,0.747,nothing,manual: publisher html
27848119,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
27856361,vbm_of_substance_use,excluded,2016,elsevier,0.747,elsevier-skipped,manual: publisher html
27866269,cue_reactivity,excluded,2017,other,0.747,nothing,manual: publisher html
27869301,vbm_of_substance_use,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
27883214,vbm_of_substance_use,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
27893013,emotion_regulation_2022,excluded,2017,other,0.747,nothing,manual: publisher html
27903310,cue_reactivity,excluded,2017,other,0.747,nothing,manual: publisher html
27915581,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
27917536,vbm_of_substance_use,excluded,2017,other,0.747,nothing,manual: publisher html
27928380,dementia,excluded,2016,pmc,0.747,elsevier-skipped,manual: pmc via browser
27933416,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
27981671,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
27983552,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
27991185,emotion_regulation_2022,excluded,2017,other,0.747,nothing,manual: publisher html
27997711,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
27997993,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
27998326,vbm_of_substance_use,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
28056655,decision_making,excluded,2017,other,0.747,nothing,manual: publisher html
28059556,cue_reactivity,excluded,2017,other,0.747,nothing,manual: publisher html
28070928,cue_reactivity,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
28072380,dementia,excluded,2016,pmc,0.747,elsevier-skipped,manual: pmc via browser
28087578,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
28092323,cue_reactivity,excluded,2017,other,0.747,nothing,manual: publisher html
28103749,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28106934,vbm_of_substance_use,excluded,2017,other,0.747,nothing,manual: publisher html
28130745,cue_reactivity;emotion_regulation_2022,excluded,2018,other,0.747,nothing,manual: publisher html
28146248,cue_reactivity,excluded,2017,other,0.747,nothing,manual: publisher html
28159906,cue_reactivity,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
28177183,emotion_regulation_2022,excluded,2017,other,0.747,nothing,manual: publisher html
28232170,emotion_regulation_2022,excluded,2017,elsevier,0.747,elsevier-success;text-only,manual: publisher html
28235777,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
28238701,emotion_regulation_2022,excluded,2017,elsevier,0.747,elsevier-failed,manual: publisher html
28244174,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28259856,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28264983,emotion_regulation_2022,excluded,2017,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
28268100,dementia,excluded,2017,elsevier,0.747,elsevier-success;text-only,manual: publisher html
28304293,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28304299,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28320224,vbm_of_substance_use,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
28320226,cue_reactivity,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
28333776,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28334915,vbm_of_substance_use,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
28347360,emotion_regulation_2022,excluded,2016,other,0.747,nothing,manual: publisher html
28371180,cue_reactivity,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
28401835,emotion_regulation_2022,excluded,2017,other,0.747,nothing,manual: publisher html
28412510,emotion_regulation_2022,excluded,2018,elsevier,0.747,elsevier-success;text-only,manual: publisher html
28424392,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28425061,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
28452647,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
28476213,emotion_regulation_2022,excluded,2017,unknown,0.747,elsevier-success;html-saved-no-tables,manual: re-save (current copy lacks tables)
28478685,emotion_regulation_2022,excluded,2017,other,0.747,nothing,manual: publisher html
28480617,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
28501822,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28523532,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
28534652,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28559417,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
28570101,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
28576172,dementia,excluded,2017,elsevier,0.747,elsevier-failed,manual: publisher html
28613974,emotion_regulation_2022,excluded,2017,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
28621768,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28630377,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
28637289,decision_making,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
28644924,emotion_regulation_2022,excluded,2017,other,0.747,nothing,manual: publisher html
28656347,vbm_of_substance_use,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
28671125,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28701109,emotion_regulation_2022,excluded,2018,no-link,0.747,nothing,manual: resolve doi first
28731453,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28738334,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28739995,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28750498,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28779478,cue_reactivity,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
28785992,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
28787730,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28803444,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
28809668,decision_making,excluded,2018,other,0.747,nothing,manual: publisher html
28825953,emotion_regulation_2022,excluded,2018,other,0.747,nothing,manual: publisher html
28838910,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
28855404,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28866781,emotion_regulation_2022,excluded,2018,other,0.747,nothing,manual: publisher html
28869463,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
28872040,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28899785,emotion_regulation_2022,excluded,2019,elsevier,0.747,elsevier-success;text-only,manual: publisher html
28901577,emotion_regulation_2022,excluded,2017,other,0.747,nothing,manual: publisher html
28905640,emotion_regulation_2022,excluded,2018,other,0.747,nothing,manual: publisher html
28916463,cue_reactivity,excluded,2018,other,0.747,nothing,manual: publisher html
28944718,cue_reactivity,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
28960637,vbm_of_substance_use,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
28975416,emotion_regulation_2022,excluded,2017,other,0.747,nothing,manual: publisher html
28984590,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28985936,dementia,excluded,2017,elsevier,0.747,elsevier-failed,manual: publisher html
28988390,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
28992395,emotion_regulation_2022,excluded,2017,other,0.747,nothing,manual: publisher html
29019036,emotion_regulation_2022,excluded,2018,other,0.747,nothing,manual: publisher html
29054435,emotion_regulation_2022,excluded,2018,elsevier,0.747,elsevier-success;text-only,manual: publisher html
29054917,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
29057579,vbm_of_substance_use,excluded,2019,other,0.747,nothing,manual: publisher html
29058357,decision_making,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
29086152,dementia,excluded,2018,unknown,0.747,elsevier-skipped;html-saved-no-tables,manual: re-save (current copy lacks tables)
29103041,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29105114,vbm_of_substance_use,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
29105977,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
29124352,decision_making,excluded,2018,other,0.747,nothing,manual: publisher html
29130061,emotion_regulation_2022,excluded,2017,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
29134465,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
29143870,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29166323,emotion_regulation_2022,excluded,2018,other,0.747,nothing,manual: publisher html
29182198,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
29186371,dementia,excluded,2017,pmc,0.747,elsevier-skipped,manual: pmc via browser
29197086,cue_reactivity,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
29197216,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
29206491,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
29214483,emotion_regulation_2022,excluded,2018,other,0.747,nothing,manual: publisher html
29226866,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29251844,vbm_of_substance_use,excluded,2017,pmc,0.747,nothing,manual: pmc via browser
29256051,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29265081,dementia,excluded,2017,other,0.747,elsevier-skipped,manual: publisher html
29284291,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29289335,dementia,excluded,2018,elsevier,0.747,elsevier-success;text-only,manual: publisher html
29309493,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
29340793,vbm_of_substance_use,excluded,2018,other,0.747,nothing,manual: publisher html
29355105,decision_making,excluded,2017,other,0.747,nothing,manual: publisher html
29355451,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29365284,cue_reactivity,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
29391909,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
29427182,cue_reactivity,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
29440536,vbm_of_substance_use,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
29453242,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29460357,decision_making,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
29480174,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29508660,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
29516092,vbm_of_substance_use,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
29534203,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29555429,emotion_regulation_2022,excluded,2018,unknown,0.747,elsevier-success;html-saved-no-tables,manual: re-save (current copy lacks tables)
29569252,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29569990,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
29581536,cue_reactivity,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
29584904,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
29616472,decision_making,excluded,2018,other,0.747,nothing,manual: publisher html
29624440,vbm_of_substance_use,excluded,2018,other,0.747,nothing,manual: publisher html
29668866,dementia,excluded,2019,other,0.747,elsevier-skipped,manual: publisher html
29696595,vbm_of_substance_use,excluded,2018,other,0.747,nothing,manual: publisher html
29704037,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29728749,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29728772,cue_reactivity,excluded,2018,other,0.747,nothing,manual: publisher html
29730823,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29733957,cue_reactivity,excluded,2018,elsevier,0.747,elsevier-success;text-only,manual: publisher html
29734226,emotion_regulation_2022,excluded,2018,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
29734953,vbm_of_substance_use,excluded,2019,other,0.747,nothing,manual: publisher html
29746400,dementia,excluded,2018,other,0.747,elsevier-skipped,manual: publisher html
29781643,emotion_regulation_2022,excluded,2018,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
29802593,decision_making,excluded,2018,other,0.747,nothing,manual: publisher html
29806222,cue_reactivity,excluded,2018,other,0.747,nothing,manual: publisher html
29846004,cue_reactivity,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
29852777,decision_making,excluded,2018,other,0.747,nothing,manual: publisher html
29859220,emotion_regulation_2022,excluded,2018,elsevier,0.747,elsevier-success;text-only,manual: publisher html
29874102,cue_reactivity,excluded,2018,pmc,0.747,nothing,manual: pmc via browser
29883011,vbm_of_substance_use,excluded,2018,other,0.747,nothing,manual: publisher html
29913130,emotion_regulation_2022,excluded,2018,elsevier,0.747,elsevier-success;text-only,manual: publisher html
29923666,dementia,excluded,2018,pmc,0.747,elsevier-skipped,manual: pmc via browser
