pmid,projects,tier,year,route,p_tables,already_tried,next_action
25855888,emotion_regulation_2022,included,2016,other,0.747,nothing,manual: publisher html
25945779,emotion_regulation_2022,included,2015,other,0.747,nothing,manual: publisher html
25971857,cue_reactivity,included,2015,other,0.747,nothing,manual: publisher html
25971928,cue_reactivity,included,2015,other,0.747,nothing,manual: publisher html
26011391,emotion_regulation_2022,included,2015,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
26011577,social,included,2016,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
26021304,vbm_of_substance_use,included,2015,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
26027740,emotion_regulation_2022,included,2015,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
26084531,cue_reactivity,included,2016,pmc,0.747,nothing,manual: pmc via browser
26180206,cue_reactivity,included,2015,pmc,0.747,nothing,manual: pmc via browser
26237321,cue_reactivity,included,2015,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
26246443,cue_reactivity,included,2015,other,0.747,nothing,manual: publisher html
26264353,vbm_of_substance_use,included,2016,other,0.747,nothing,manual: publisher html
26308966,vbm_of_substance_use,included,2015,pmc,0.747,nothing,manual: pmc via browser
26319407,cue_reactivity,included,2016,other,0.747,nothing,manual: publisher html
26343988,vbm_of_substance_use,included,2016,other,0.747,nothing,manual: publisher html
26359751,decision_making,included,2015,elsevier,0.747,elsevier-failed,manual: publisher html
26388147,cue_reactivity,included,2016,pmc,0.747,nothing,manual: pmc via browser
26473985,dementia,included,2016,other,0.747,elsevier-skipped,manual: publisher html
26510167,decision_making,included,2016,pmc,0.747,nothing,manual: pmc via browser
26516171,social,included,2016,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
26555033,cue_reactivity,included,2016,other,0.747,nothing,manual: publisher html
26581912,cue_reactivity,included,2016,other,0.747,nothing,manual: publisher html
26610386,cue_reactivity,included,2017,other,0.747,nothing,manual: publisher html
26613332,cue_reactivity,included,2015,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
26653846,dementia,included,2016,other,0.747,elsevier-skipped,manual: publisher html
26679192,emotion_regulation_2022,included,2017,other,0.747,nothing,manual: publisher html
26738361,dementia,included,2015,no-link,0.747,elsevier-skipped,manual: resolve doi first
26747088,cue_reactivity,included,2016,other,0.747,nothing,manual: publisher html
26784537,emotion_regulation_2022,included,2016,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
26792441,cue_reactivity,included,2016,pmc,0.747,nothing,manual: pmc via browser
26797854,cue_reactivity,included,2016,other,0.747,nothing,manual: publisher html
26804333,emotion_regulation_2022,included,2016,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
26806872,cue_reactivity,included,2016,pmc,0.747,nothing,manual: pmc via browser
26831302,cue_reactivity,included,2016,pmc,0.747,nothing,manual: pmc via browser
26891710,cue_reactivity,included,2016,pmc,0.747,nothing,manual: pmc via browser
26908926,emotion_regulation_2022,included,2016,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
26936075,cue_reactivity;emotion_regulation_2022,included,2016,other,0.747,nothing,manual: publisher html
26939631,dementia,included,2016,pmc,0.747,elsevier-skipped,manual: pmc via browser
26961943,decision_making,included,2016,pmc,0.747,nothing,manual: pmc via browser
26996601,emotion_regulation_2022,included,2016,elsevier,0.747,elsevier-success;text-only,manual: publisher html
27074029,cue_reactivity,included,2016,pmc,0.747,nothing,manual: pmc via browser
27095357,vbm_of_substance_use,included,2017,pmc,0.747,nothing,manual: pmc via browser
27216819,cue_reactivity,included,2016,other,0.747,nothing,manual: publisher html
27263273,cue_reactivity,included,2016,no-link,0.747,nothing,manual: resolve doi first
27278664,cue_reactivity,included,2016,other,0.747,nothing,manual: publisher html
27295200,cue_reactivity,included,2016,other,0.747,nothing,manual: publisher html
27345375,cue_reactivity,included,2017,other,0.747,nothing,manual: publisher html
27358453,cue_reactivity,included,2016,pmc,0.747,nothing,manual: pmc via browser
27362389,emotion_regulation_2022,included,2017,other,0.747,nothing,manual: publisher html
27385157,cue_reactivity,included,2016,pmc,0.747,nothing,manual: pmc via browser
27411574,cue_reactivity,included,2016,pmc,0.747,nothing,manual: pmc via browser
27444935,emotion_regulation_2022,included,2016,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
27452238,vbm_of_substance_use,included,2016,other,0.747,nothing,manual: publisher html
27457416,cue_reactivity,included,2016,other,0.747,nothing,manual: publisher html
27524285,emotion_regulation_2022,included,2016,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
27531626,cue_reactivity,included,2017,pmc,0.747,nothing,manual: pmc via browser
27534862,emotion_regulation_2022,included,2016,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
27567869,dementia,included,2016,other,0.747,elsevier-skipped,manual: publisher html
27570893,cue_reactivity,included,2017,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
27600363,cue_reactivity,included,2017,other,0.747,nothing,manual: publisher html
27614922,cue_reactivity,included,2016,other,0.747,nothing,manual: publisher html
27659185,cue_reactivity,included,2017,pmc,0.747,nothing,manual: pmc via browser
27663021,cue_reactivity;decision_making,included,2017,pmc,0.747,nothing,manual: pmc via browser
27707194,dementia,included,2017,other,0.747,elsevier-skipped,manual: publisher html
27715496,emotion_regulation_2022,included,2016,no-link,0.747,nothing,manual: resolve doi first
27780839,cue_reactivity,included,2017,other,0.747,nothing,manual: publisher html
27819477,cue_reactivity,included,2016,pmc,0.747,nothing,manual: pmc via browser
27943592,cue_reactivity,included,2018,other,0.747,nothing,manual: publisher html
27978801,cue_reactivity,included,2017,other,0.747,nothing,manual: publisher html
27994159,cue_reactivity,included,2017,pmc,0.747,nothing,manual: pmc via browser
27997290,emotion_regulation_2022,included,2017,no-link,0.747,nothing,manual: resolve doi first
28052779,emotion_regulation_2022,included,2017,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
28077722,cue_reactivity,included,2017,pmc,0.747,nothing,manual: pmc via browser
28093022,cue_reactivity,included,2017,other,0.747,nothing,manual: publisher html
28126372,emotion_regulation_2022,included,2017,unknown,0.747,elsevier-success;html-saved-no-tables,manual: re-save (current copy lacks tables)
28130745,cue_reactivity;emotion_regulation_2022,included,2018,other,0.747,nothing,manual: publisher html
28148724,emotion_regulation_2022,included,2017,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
28151495,social,included,2017,other,0.747,nothing,manual: publisher html
28182902,decision_making,included,2017,unknown,0.747,elsevier-folder;html-saved-no-tables,manual: re-save (current copy lacks tables)
28294458,cue_reactivity,included,2017,pmc,0.747,nothing,manual: pmc via browser
28355957,cue_reactivity,included,2018,other,0.747,nothing,manual: publisher html
28401285,cue_reactivity,included,2017,other,0.747,nothing,manual: publisher html
28412558,emotion_regulation_2022,included,2017,unknown,0.747,elsevier-success;html-saved-no-tables,manual: re-save (current copy lacks tables)
28459134,cue_reactivity,included,2017,other,0.747,nothing,manual: publisher html
28498277,cue_reactivity,included,2017,pmc,0.747,nothing,manual: pmc via browser
28691844,cue_reactivity,included,2017,other,0.747,nothing,manual: publisher html
28789578,decision_making,included,2018,other,0.747,nothing,manual: publisher html
28819323,cue_reactivity,included,2018,other,0.747,nothing,manual: publisher html
28829051,cue_reactivity,included,2018,pmc,0.747,nothing,manual: pmc via browser
28832300,cue_reactivity,included,2018,other,0.747,nothing,manual: publisher html
28874449,decision_making,included,2017,pmc,0.747,nothing,manual: pmc via browser
28925716,emotion_regulation_2022,included,2019,other,0.747,nothing,manual: publisher html
28930284,cue_reactivity,included,2018,pmc,0.747,nothing,manual: pmc via browser
28951452,cue_reactivity,included,2017,pmc,0.747,nothing,manual: pmc via browser
28977574,cue_reactivity,included,2017,pmc,0.747,nothing,manual: pmc via browser
28981646,emotion_regulation_2022,included,2018,other,0.747,nothing,manual: publisher html
29024175,cue_reactivity,included,2018,pmc,0.747,nothing,manual: pmc via browser
29030974,cue_reactivity,included,2018,pmc,0.747,nothing,manual: pmc via browser
29064475,cue_reactivity,included,2018,other,0.747,nothing,manual: publisher html
29145910,emotion_regulation_2022,included,2018,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
29154589,emotion_regulation_2022,included,2018,other,0.747,nothing,manual: publisher html
29172002,dementia,included,2018,other,0.747,elsevier-skipped,manual: publisher html
29289371,cue_reactivity,included,2018,other,0.747,nothing,manual: publisher html
29310889,cue_reactivity,included,2018,other,0.747,nothing,manual: publisher html
29323526,vbm_of_ptsd,included,2018,other,0.747,nothing,manual: publisher html
29381374,cue_reactivity,included,2018,pmc,0.747,nothing,manual: pmc via browser
29397562,emotion_regulation_2022,included,2019,other,0.747,nothing,manual: publisher html
29482671,vbm_of_substance_use,included,2018,other,0.747,nothing,manual: publisher html
29616603,cue_reactivity,included,2018,other,0.747,nothing,manual: publisher html
29622050,emotion_regulation_2022,included,2019,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
29687649,cue_reactivity,included,2018,other,0.747,nothing,manual: publisher html
29704001,vbm_of_substance_use,included,2018,pmc,0.747,nothing,manual: pmc via browser
29771359,decision_making;social,included,2018,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
29790868,cue_reactivity,included,2018,pmc,0.747,nothing,manual: pmc via browser
29871712,cue_reactivity,included,2019,pmc,0.747,nothing,manual: pmc via browser
29882627,cue_reactivity,included,2018,pmc,0.747,nothing,manual: pmc via browser
29882728,emotion_regulation_2022,included,2019,other,0.747,nothing,manual: publisher html
29909784,cue_reactivity,included,2019,other,0.747,nothing,manual: publisher html
30008118,emotion_regulation_2022,included,2019,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
30010874,cue_reactivity,included,2018,other,0.747,nothing,manual: publisher html
30019703,social,included,2018,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
30040708,dementia,included,2018,other,0.747,elsevier-skipped,manual: publisher html
30051327,cue_reactivity,included,2019,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
30062613,emotion_regulation_2022,included,2019,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
30094544,cue_reactivity,included,2019,other,0.747,nothing,manual: publisher html
30154290,vbm_of_substance_use,included,2018,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
30156503,cue_reactivity,included,2019,other,0.747,nothing,manual: publisher html
30291441,emotion_regulation_2022,included,2019,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
30306886,emotion_regulation_2022,included,2019,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
30617213,emotion_regulation_2022,included,2019,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
30659756,cue_reactivity,included,2019,pmc,0.747,nothing,manual: pmc via browser
30666763,cue_reactivity,included,2019,other,0.747,nothing,manual: publisher html
30699438,emotion_regulation_2022,included,2019,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
30794869,social,included,2019,unknown,0.747,elsevier-success;html-saved-no-tables,manual: re-save (current copy lacks tables)
30802854,emotion_regulation_2022,included,2019,unknown,0.747,html-saved-no-tables,manual: re-save (current copy lacks tables)
30831312,cue_reactivity,included,2019,elsevier,0.747,elsevier-success;text-only,manual: publisher html
30952600,emotion_regulation_2022,included,2019,unknown,0.747,elsevier-success;html-saved-no-tables,manual: re-save (current copy lacks tables)
30980125,vbm_of_substance_use,included,2019,other,0.747,nothing,manual: publisher html
31105553,dementia,included,2019,unknown,0.747,elsevier-skipped;html-saved-no-tables,manual: re-save (current copy lacks tables)
31130571,cue_reactivity,included,2019,other,0.747,nothing,manual: publisher html
31282006,cue_reactivity,included,2019,pmc,0.747,nothing,manual: pmc via browser
31303261,emotion_regulation_2022,included,2019,unknown,0.747,elsevier-success;html-saved-no-tables,manual: re-save (current copy lacks tables)
31306138,decision_making,included,2019,pmc,0.747,nothing,manual: pmc via browser
31394491,emotion_regulation_2022,included,2019,unknown,0.747,elsevier-success;html-saved-no-tables,manual: re-save (current copy lacks tables)
31535135,cue_reactivity,included,2019,elsevier,0.747,elsevier-skipped,manual: publisher html
19199416,problem_solving,included,2010,other,0.727,nothing,manual: publisher html
19366289,problem_solving,included,2010,pmc,0.727,nothing,manual: pmc via browser
19383937,problem_solving,included,2010,other,0.727,nothing,manual: publisher html
19605520,problem_solving,included,2010,other,0.727,nothing,manual: publisher html
19642881,problem_solving,included,2010,other,0.727,nothing,manual: publisher html
19844211,cue_reactivity,included,2010,other,0.727,nothing,manual: publisher html
19860794,vbm_of_substance_use,included,2010,pmc,0.727,nothing,manual: pmc via browser
19996309,cue_reactivity,included,2010,other,0.727,nothing,manual: publisher html
19997039,problem_solving,included,2010,other,0.727,nothing,manual: publisher html
20039023,problem_solving,included,2010,pmc,0.727,nothing,manual: pmc via browser
20041475,emotion_regulation_2022,included,2010,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
20054816,problem_solving,included,2010,other,0.727,nothing,manual: publisher html
20056024,social,included,2010,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
20173665,cue_reactivity,included,2010,pmc,0.727,nothing,manual: pmc via browser
20174930,problem_solving,included,2010,other,0.727,nothing,manual: publisher html
20236568,decision_making,included,2011,other,0.727,nothing,manual: publisher html
20336690,problem_solving,included,2011,pmc,0.727,nothing,manual: pmc via browser
20352396,dementia,included,2010,other,0.727,elsevier-skipped,manual: publisher html
20423700,cue_reactivity,included,2010,elsevier,0.727,elsevier-skipped,manual: publisher html
20426883,cue_reactivity,included,2010,other,0.727,nothing,manual: publisher html
20440296,cue_reactivity,included,2010,pmc,0.727,nothing,manual: pmc via browser
20505108,problem_solving,included,2010,pmc,0.727,nothing,manual: pmc via browser
20535125,cue_reactivity,included,2010,other,0.727,nothing,manual: publisher html
20539026,dementia,included,2010,pmc,0.727,elsevier-skipped,manual: pmc via browser
20552497,problem_solving,included,2011,no-link,0.727,nothing,manual: resolve doi first
20579005,cue_reactivity,included,2010,other,0.727,nothing,manual: publisher html
20660746,problem_solving,included,2010,pmc,0.727,nothing,manual: pmc via browser
20664231,cue_reactivity,included,2010,other,0.727,nothing,manual: publisher html
20666600,problem_solving,included,2011,other,0.727,nothing,manual: publisher html
20667170,emotion_regulation_2022,included,2011,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
20695652,problem_solving,included,2010,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
20695685,cue_reactivity,included,2010,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
20714060,problem_solving,included,2010,pmc,0.727,nothing,manual: pmc via browser
20804287,problem_solving,included,2010,other,0.727,nothing,manual: publisher html
20807052,cue_reactivity,included,2011,pmc,0.727,nothing,manual: pmc via browser
20809855,cue_reactivity,included,2011,pmc,0.727,nothing,manual: pmc via browser
20832448,emotion_regulation_2022,included,2010,elsevier,0.727,elsevier-success;text-only,manual: publisher html
20938177,dementia,included,2010,other,0.727,elsevier-skipped,manual: publisher html
20980590,cue_reactivity,included,2010,pmc,0.727,nothing,manual: pmc via browser
21098967,decision_making,included,2010,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
21196949,emotion_regulation_2022,included,2010,other,0.727,nothing,manual: publisher html
21246667,problem_solving,included,2011,pmc,0.727,nothing,manual: pmc via browser
21252550,dementia,included,2010,other,0.727,elsevier-skipped,manual: publisher html
21264650,problem_solving,included,2011,pmc,0.727,nothing,manual: pmc via browser
21298512,cue_reactivity,included,2011,other,0.727,nothing,manual: publisher html
21325514,problem_solving,included,2011,pmc,0.727,nothing,manual: pmc via browser
21362742,cue_reactivity,included,2011,other,0.727,nothing,manual: publisher html
21373973,emotion_regulation_2022,included,2011,other,0.727,nothing,manual: publisher html
21410483,vbm_of_substance_use,included,2011,pmc,0.727,nothing,manual: pmc via browser
21430137,cue_reactivity,included,2011,pmc,0.727,nothing,manual: pmc via browser
21430161,problem_solving,included,2011,pmc,0.727,nothing,manual: pmc via browser
21440069,problem_solving,included,2011,elsevier,0.727,elsevier-skipped,manual: publisher html
21451018,vbm_of_substance_use,included,2011,pmc,0.727,nothing,manual: pmc via browser
21454914,cue_reactivity,included,2011,pmc,0.727,nothing,manual: pmc via browser
21471389,problem_solving,included,2011,pmc,0.727,nothing,manual: pmc via browser
21477019,cue_reactivity,included,2011,other,0.727,nothing,manual: publisher html
21480834,problem_solving,included,2011,other,0.727,nothing,manual: publisher html
21483437,cue_reactivity,included,2012,pmc,0.727,nothing,manual: pmc via browser
21484950,cue_reactivity,included,2011,pmc,0.727,nothing,manual: pmc via browser
21518701,cue_reactivity,included,2012,other,0.727,nothing,manual: publisher html
21544071,cue_reactivity,included,2011,pmc,0.727,nothing,manual: pmc via browser
21546927,cue_reactivity,included,2011,pmc,0.727,nothing,manual: pmc via browser
21557888,emotion_regulation_2022,included,2011,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
21557892,problem_solving,included,2011,other,0.727,nothing,manual: publisher html
21574047,problem_solving,included,2011,other,0.727,nothing,manual: publisher html
21592050,dementia,included,2011,other,0.727,elsevier-skipped,manual: publisher html
21609676,problem_solving,included,2011,other,0.727,nothing,manual: publisher html
21616985,problem_solving,included,2012,other,0.727,nothing,manual: publisher html
21625010,problem_solving,included,2012,other,0.727,nothing,manual: publisher html
21646526,emotion_regulation_2022,included,2011,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
21646569,vbm_of_substance_use,included,2011,other,0.727,nothing,manual: publisher html
21656872,problem_solving,included,2012,other,0.727,nothing,manual: publisher html
21681221,cue_reactivity,included,2011,pmc,0.727,nothing,manual: pmc via browser
21712804,cue_reactivity;emotion_regulation_2022,included,2012,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
21717780,cue_reactivity,included,2011,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
21736455,problem_solving,included,2012,pmc,0.727,nothing,manual: pmc via browser
21757014,problem_solving,included,2011,elsevier,0.727,elsevier-success;text-only,manual: publisher html
21761688,problem_solving,included,2011,pmc,0.727,nothing,manual: pmc via browser
21763528,cue_reactivity,included,2011,elsevier,0.727,elsevier-skipped,manual: publisher html
21788526,problem_solving,included,2011,other,0.727,nothing,manual: publisher html
21826481,problem_solving,included,2011,other,0.727,nothing,manual: publisher html
21828200,problem_solving,included,2012,other,0.727,nothing,manual: publisher html
21854998,problem_solving,included,2011,elsevier,0.727,elsevier-skipped,manual: publisher html
21885736,problem_solving,included,2011,pmc,0.727,nothing,manual: pmc via browser
21919920,vbm_of_substance_use,included,2011,pmc,0.727,nothing,manual: pmc via browser
21939610,emotion_regulation_2022,included,2012,other,0.727,nothing,manual: publisher html
21969422,cue_reactivity,included,2012,other,0.727,nothing,manual: publisher html
21995793,problem_solving,included,2011,other,0.727,nothing,manual: publisher html
21997421,cue_reactivity,included,2011,pmc,0.727,nothing,manual: pmc via browser
21998070,problem_solving,included,2012,pmc,0.727,nothing,manual: pmc via browser
22021252,decision_making,included,2011,pmc,0.727,nothing,manual: pmc via browser
22031872,problem_solving,included,2011,pmc,0.727,nothing,manual: pmc via browser
22064161,cue_reactivity,included,2012,other,0.727,nothing,manual: publisher html
22076808,problem_solving,included,2013,pmc,0.727,nothing,manual: pmc via browser
22103784,problem_solving,included,2012,other,0.727,nothing,manual: publisher html
22113088,cue_reactivity,included,2012,pmc,0.727,nothing,manual: pmc via browser
22114100,problem_solving,included,2013,pmc,0.727,nothing,manual: pmc via browser
22125269,problem_solving,included,2013,pmc,0.727,nothing,manual: pmc via browser
22136615,cue_reactivity,included,2012,other,0.727,nothing,manual: publisher html
22185061,problem_solving,included,2011,other,0.727,nothing,manual: publisher html
22237494,problem_solving,included,2011,other,0.727,nothing,manual: publisher html
22259064,cue_reactivity,included,2012,other,0.727,nothing,manual: publisher html
22279217,cue_reactivity,included,2012,pmc,0.727,nothing,manual: pmc via browser
22282432,problem_solving,included,2012,other,0.727,nothing,manual: publisher html
22302842,problem_solving,included,2013,pmc,0.727,nothing,manual: pmc via browser
22308408,problem_solving,included,2012,pmc,0.727,nothing,manual: pmc via browser
22349497,problem_solving,included,2012,other,0.727,nothing,manual: publisher html
22368970,dementia,included,2011,no-link,0.727,elsevier-skipped,manual: resolve doi first
22383502,cue_reactivity,included,2012,other,0.727,nothing,manual: publisher html
22396427,cue_reactivity,included,2012,pmc,0.727,nothing,manual: pmc via browser
22425723,dementia,included,2012,unknown,0.727,elsevier-skipped;html-saved-no-tables,manual: re-save (current copy lacks tables)
22486330,decision_making,included,2013,other,0.727,nothing,manual: publisher html
22489578,cue_reactivity,included,2012,other,0.727,nothing,manual: publisher html
22498079,cue_reactivity,included,2012,pmc,0.727,nothing,manual: pmc via browser
22510246,cue_reactivity,included,2012,other,0.727,nothing,manual: publisher html
22517323,emotion_regulation_2022,included,2012,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
22524295,cue_reactivity,included,2012,pmc,0.727,nothing,manual: pmc via browser
22548898,cue_reactivity,included,2012,pmc,0.727,nothing,manual: pmc via browser
22586138,cue_reactivity,included,2013,other,0.727,nothing,manual: publisher html
22745498,problem_solving,included,2012,pmc,0.727,nothing,manual: pmc via browser
22781311,emotion_regulation_2022,included,2013,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
22784605,problem_solving,included,2013,pmc,0.727,nothing,manual: pmc via browser
22786703,problem_solving,included,2013,pmc,0.727,nothing,manual: pmc via browser
22815523,cue_reactivity,included,2012,pmc,0.727,nothing,manual: pmc via browser
22868937,problem_solving,included,2012,pmc,0.727,nothing,manual: pmc via browser
22872692,cue_reactivity,included,2012,pmc,0.727,nothing,manual: pmc via browser
22896722,problem_solving,included,2012,pmc,0.727,nothing,manual: pmc via browser
22900624,cue_reactivity,included,2012,no-link,0.727,nothing,manual: resolve doi first
22907274,vbm_of_substance_use,included,2012,pmc,0.727,nothing,manual: pmc via browser
22986775,dementia,included,2013,other,0.727,elsevier-skipped,manual: publisher html
23020994,emotion_regulation_2022,included,2013,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
23029866,problem_solving,included,2012,other,0.727,nothing,manual: publisher html
23059859,cue_reactivity,included,2013,other,0.727,nothing,manual: publisher html
23097310,problem_solving,included,2014,pmc,0.727,nothing,manual: pmc via browser
23200084,cue_reactivity,included,2013,other,0.727,nothing,manual: publisher html
23202663,problem_solving,included,2014,pmc,0.727,nothing,manual: pmc via browser
23223532,cue_reactivity,included,2012,pmc,0.727,nothing,manual: pmc via browser
23303334,cue_reactivity,included,2013,other,0.727,nothing,manual: publisher html
23317795,emotion_regulation_2022,included,2013,other,0.727,nothing,manual: publisher html
23350907,problem_solving,included,2013,other,0.727,nothing,manual: publisher html
23364872,emotion_regulation_2022;vbm_of_substance_use,included,2013,other,0.727,nothing,manual: publisher html
23373319,social,included,2012,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
23397317,cue_reactivity,included,2014,pmc,0.727,nothing,manual: pmc via browser
23406695,dementia,included,2013,other,0.727,elsevier-skipped,manual: publisher html
23407275,problem_solving,included,2013,other,0.727,nothing,manual: publisher html
23407973,cue_reactivity,included,2013,pmc,0.727,nothing,manual: pmc via browser
23442156,vbm_of_substance_use,included,2013,pmc,0.727,nothing,manual: pmc via browser
23445167,cue_reactivity,included,2014,other,0.727,nothing,manual: publisher html
23455991,dementia,included,2013,other,0.727,elsevier-skipped,manual: publisher html
23459322,cue_reactivity,included,2013,other,0.727,nothing,manual: publisher html
23479657,problem_solving,included,2013,pmc,0.727,nothing,manual: pmc via browser
23512930,cue_reactivity,included,2014,pmc,0.727,nothing,manual: pmc via browser
23541231,vbm_of_substance_use,included,2013,elsevier,0.727,elsevier-failed,manual: publisher html
23547242,cue_reactivity,included,2014,pmc,0.727,nothing,manual: pmc via browser
23547243,cue_reactivity,included,2014,pmc,0.727,nothing,manual: pmc via browser
23563963,problem_solving,included,2014,other,0.727,nothing,manual: publisher html
23595877,cue_reactivity,included,2013,elsevier,0.727,elsevier-skipped,manual: publisher html
23644585,emotion_regulation_2022,included,2014,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
23677490,cue_reactivity,included,2014,pmc,0.727,nothing,manual: pmc via browser
23757765,cue_reactivity,included,2013,other,0.727,nothing,manual: publisher html
23767925,problem_solving,included,2013,other,0.727,nothing,manual: publisher html
23777332,emotion_regulation_2022,included,2013,other,0.727,nothing,manual: publisher html
23779051,cue_reactivity,included,2014,pmc,0.727,nothing,manual: pmc via browser
23784668,cue_reactivity,included,2013,other,0.727,nothing,manual: publisher html
23785164,problem_solving,included,2013,pmc,0.727,nothing,manual: pmc via browser
23838052,vbm_of_substance_use,included,2013,unknown,0.727,elsevier-skipped;html-saved-no-tables,manual: re-save (current copy lacks tables)
23887809,cue_reactivity,included,2014,pmc,0.727,nothing,manual: pmc via browser
23909003,cue_reactivity,included,2013,pmc,0.727,nothing,manual: pmc via browser
23913733,cue_reactivity,included,2013,other,0.727,nothing,manual: publisher html
23921439,cue_reactivity,included,2014,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
23932915,cue_reactivity,included,2013,elsevier,0.727,elsevier-success;text-only,manual: publisher html
23945233,dementia,included,2014,pmc,0.727,elsevier-skipped,manual: pmc via browser
23946275,cue_reactivity,included,2013,pmc,0.727,nothing,manual: pmc via browser
24019460,emotion_regulation_2022,included,2013,unknown,0.727,html-saved-no-tables,manual: re-save (current copy lacks tables)
