pmid,publisher,journal,year,doi,doi_url,pubmed_url,title,is_oa,oa_pdf,oa_landing
18578894,Cambridge,Psychological medicine,2009,10.1017/S0033291708003656,https://doi.org/10.1017/S0033291708003656,https://pubmed.ncbi.nlm.nih.gov/18578894/,Neurological soft signs and brain morphology in first-episode schizophrenia.,no,,
19891807,Cambridge,Psychological medicine,2010,10.1017/S0033291709991565,https://doi.org/10.1017/S0033291709991565,https://pubmed.ncbi.nlm.nih.gov/19891807/,Differing patterns of brain structural abnormalities between black and white patients with their first episode,no,,
20406530,Cambridge,Psychological medicine,2011,10.1017/S0033291710000796,https://doi.org/10.1017/S0033291710000796,https://pubmed.ncbi.nlm.nih.gov/20406530/,Impulsivity and neural correlates of response inhibition in schizophrenia.,no,,
23866983,Cambridge,Psychological medicine,2014,10.1017/S0033291713001608,https://doi.org/10.1017/S0033291713001608,https://pubmed.ncbi.nlm.nih.gov/23866983/,The impact of parent socio-economic status on executive functioning and cortical morphology in individuals wit,no,,
24443827,Cambridge,Psychological medicine,2014,10.1017/S003329171300319X,https://doi.org/10.1017/S003329171300319X,https://pubmed.ncbi.nlm.nih.gov/24443827/,Extensive brain structural network abnormality in first-episode treatment-naive patients with schizophrenia: m,no,,
25065377,Cambridge,Psychological medicine,2015,10.1017/S0033291714001159,https://doi.org/10.1017/S0033291714001159,https://pubmed.ncbi.nlm.nih.gov/25065377/,ZNF804A genetic variation (rs1344706) affects brain grey but not white matter in schizophrenia and healthy sub,no,,
25180801,Cambridge,Psychological medicine,2015,10.1017/S0033291714001895,https://doi.org/10.1017/S0033291714001895,https://pubmed.ncbi.nlm.nih.gov/25180801/,What determines continuing grey matter changes in first-episode schizophrenia and affective psychosis?,yes,,https://doi.org/10.1017/S0033291714001895
28436341,Cambridge,Psychological medicine,2017,10.1017/S0033291717000988,https://doi.org/10.1017/S0033291717000988,https://pubmed.ncbi.nlm.nih.gov/28436341/,Insular pathology in young people with high-functioning autism and first-episode psychosis.,no,,
33875028,Cambridge,Psychological medicine,2023,10.1017/S0033291721001318,https://doi.org/10.1017/S0033291721001318,https://pubmed.ncbi.nlm.nih.gov/33875028/,Anterior hippocampal dysfunction in early psychosis: a 2-year follow-up study.,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/8919704
37577955,Cambridge,Psychological medicine,2024,10.1017/S0033291723002258,https://doi.org/10.1017/S0033291723002258,https://pubmed.ncbi.nlm.nih.gov/37577955/,A voxel- and source-based morphometry analysis of grey matter volume differences in very-late-onset schizophre,no,,
20701823,Cambridge,The international journal of neuropsychopharma,2011,10.1017/S1461145710000817,https://doi.org/10.1017/S1461145710000817,https://pubmed.ncbi.nlm.nih.gov/20701823/,"Progressive striatal and hippocampal volume loss in initially antipsychotic-naive, first-episode schizophrenia",no,,
24423214,Cambridge,The international journal of neuropsychopharma,2014,10.1017/S1461145713001739,https://doi.org/10.1017/S1461145713001739,https://pubmed.ncbi.nlm.nih.gov/24423214/,Amygdalohippocampal neuroplastic changes following neuroleptic treatment with quetiapine in first-episode schi,yes,https://academic.oup.com/ijnp/article-pdf/17/6/833/2031649/17-6-833.pdf,https://academic.oup.com/ijnp/article-pdf/17/6/833/2031649/17-6-833.pdf
22856368,Cambridge,Twin research and human genetics : the officia,2012,10.1017/thg.2012.1,https://doi.org/10.1017/thg.2012.1,https://pubmed.ncbi.nlm.nih.gov/22856368/,Heritability of multivariate gray matter measures in schizophrenia.,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FFC29D3CDF25CD4E3533F3C6C6285F52/S1832427412000011a.pdf/div-class-title-heritability-of-multivariate-gray-matter-measures-in-schizophrenia-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FFC29D3CDF25CD4E3533F3C6C6285F52/S1832427412000011a.pdf/div-class-title-heritability-of-multivariate-gray-matter-measures-in-schizophrenia-div.pdf
22036008,Elsevier,Comprehensive psychiatry,2011,10.1016/j.comppsych.2011.09.004,https://doi.org/10.1016/j.comppsych.2011.09.004,https://pubmed.ncbi.nlm.nih.gov/22036008/,WITHDRAWN: Anatomic differences in first episode schizophrenia: a deformation-based morphometry MRI Study.,no,,
11735840,JAMA,Archives of general psychiatry,2001,10.1001/archpsyc.58.12.1118,https://doi.org/10.1001/archpsyc.58.12.1118,https://pubmed.ncbi.nlm.nih.gov/11735840/,Focal gray matter density changes in schizophrenia.,no,,
12912761,JAMA,Archives of general psychiatry,2003,10.1001/archpsyc.60.8.779,https://doi.org/10.1001/archpsyc.60.8.779,https://pubmed.ncbi.nlm.nih.gov/12912761/,Gray and white matter brain abnormalities in first-episode schizophrenia inferred from magnetization transfer ,no,,
16275809,JAMA,Archives of general psychiatry,2005,10.1001/archpsyc.62.11.1218,https://doi.org/10.1001/archpsyc.62.11.1218,https://pubmed.ncbi.nlm.nih.gov/16275809/,Whole-brain morphometric study of schizophrenia revealing a spatially complex set of focal abnormalities.,no,,
16818862,JAMA,Archives of general psychiatry,2006,10.1001/archpsyc.63.7.731,https://doi.org/10.1001/archpsyc.63.7.731,https://pubmed.ncbi.nlm.nih.gov/16818862/,Cognitive and magnetic resonance imaging brain morphometric correlates of brain-derived neurotrophic factor Va,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/3065118
16894060,JAMA,Archives of general psychiatry,2006,10.1001/archpsyc.63.8.844,https://doi.org/10.1001/archpsyc.63.8.844,https://pubmed.ncbi.nlm.nih.gov/16894060/,Genetic association and brain morphology studies and the chromosome 8p22 pericentriolar material 1 (PCM1) gene,yes,https://jamanetwork.com/journals/jamapsychiatry/articlepdf/668191/yoa50298.pdf,https://jamanetwork.com/journals/jamapsychiatry/articlepdf/668191/yoa50298.pdf
20439824,JAMA,Archives of general psychiatry,2010,10.1001/archgenpsychiatry.2010.63,https://doi.org/10.1001/archgenpsychiatry.2010.63,https://pubmed.ncbi.nlm.nih.gov/20439824/,Neuroprotective effects of cognitive enhancement therapy against gray matter loss in early schizophrenia: resu,no,,
25588194,JAMA,JAMA psychiatry,2015,10.1001/jamapsychiatry.2014.2178,https://doi.org/10.1001/jamapsychiatry.2014.2178,https://pubmed.ncbi.nlm.nih.gov/25588194/,A multimodal analysis of antipsychotic effects on brain structure and function in first-episode schizophrenia.,no,,
25651064,JAMA,JAMA psychiatry,2015,10.1001/jamapsychiatry.2014.2206,https://doi.org/10.1001/jamapsychiatry.2014.2206,https://pubmed.ncbi.nlm.nih.gov/25651064/,Identification of a common neurobiological substrate for mental illness.,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/4791058
30304337,JAMA,JAMA psychiatry,2018,10.1001/jamapsychiatry.2018.2467,https://doi.org/10.1001/jamapsychiatry.2018.2467,https://pubmed.ncbi.nlm.nih.gov/30304337/,Mapping the Heterogeneous Phenotype of Schizophrenia and Bipolar Disorder Using Normative Models.,yes,https://jamanetwork.com/journals/jamapsychiatry/articlepdf/2705762/jamapsychiatry_wolfers_2018_oi_180064.pdf,https://jamanetwork.com/journals/jamapsychiatry/articlepdf/2705762/jamapsychiatry_wolfers_2018_oi_180064.pdf
24192500,Karger,Neuropsychobiology,2013,10.1159/000355296,https://doi.org/10.1159/000355296,https://pubmed.ncbi.nlm.nih.gov/24192500/,Anterior cingulate abnormality as a neural correlate of mismatch negativity in schizophrenia.,no,,
24457222,Karger,Neuropsychobiology,2014,10.1159/000356972,https://doi.org/10.1159/000356972,https://pubmed.ncbi.nlm.nih.gov/24457222/,Structural abnormalities in schizophrenia: further evidence on the key role of the anterior cingulate cortex.,no,,
24993979,Karger,Neuropsychobiology,2014,10.1159/000358837,https://doi.org/10.1159/000358837,https://pubmed.ncbi.nlm.nih.gov/24993979/,MRI predicts remission at 1 year in first-episode schizophrenia in females with larger striato-thalamic volume,no,,
25358262,Karger,Neuropsychobiology,2014,10.1159/000364827,https://doi.org/10.1159/000364827,https://pubmed.ncbi.nlm.nih.gov/25358262/,Different and shared brain volume abnormalities in late- and early-onset schizophrenia.,no,,
28441663,Karger,Neuropsychobiology,2016,10.1159/000458528,https://doi.org/10.1159/000458528,https://pubmed.ncbi.nlm.nih.gov/28441663/,Amygdalar Gray Matter Volume and Social Relating in Schizophrenia.,no,,
31794972,Karger,Neuropsychobiology,2020,10.1159/000504576,https://doi.org/10.1159/000504576,https://pubmed.ncbi.nlm.nih.gov/31794972/,Comparisons of Voxel-Based Morphometric Brain Volumes of Individuals with Methamphetamine-Induced Psychotic Di,no,,
32160619,Karger,Neuropsychobiology,2020,10.1159/000505601,https://doi.org/10.1159/000505601,https://pubmed.ncbi.nlm.nih.gov/32160619/,Aberrant Gray Matter Volume and Cortical Surface in Paranoid-Type Delusional Disorder.,no,,
18827723,LWW,Journal of the American Academy of Child and A,2008,10.1097/CHI.0b013e318184ff48,https://doi.org/10.1097/CHI.0b013e318184ff48,https://pubmed.ncbi.nlm.nih.gov/18827723/,Regional gray matter volume deficits in adolescents with first-episode psychosis.,no,,
16110271,LWW,Neuroreport,2005,10.1097/01.wnr.0000177001.27569.06,https://doi.org/10.1097/01.wnr.0000177001.27569.06,https://pubmed.ncbi.nlm.nih.gov/16110271/,Brain morphometry using diffusion-weighted magnetic resonance imaging: application to schizophrenia.,no,,
18797308,LWW,Neuroreport,2008,10.1097/WNR.0b013e3283108bd8,https://doi.org/10.1097/WNR.0b013e3283108bd8,https://pubmed.ncbi.nlm.nih.gov/18797308/,Cerebellar deficits in schizophrenia are associated with executive dysfunction.,no,,
19349913,LWW,Neuroreport,2009,10.1097/WNR.0b013e32832ae501,https://doi.org/10.1097/WNR.0b013e32832ae501,https://pubmed.ncbi.nlm.nih.gov/19349913/,Untreated illness duration correlates with gray matter loss in first-episode psychoses.,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/3004020
11335691,OUP,Brain : a journal of neurology,2001,10.1093/brain/124.5.882,https://doi.org/10.1093/brain/124.5.882,https://pubmed.ncbi.nlm.nih.gov/11335691/,Neuropathological abnormalities in schizophrenia: evidence from magnetization transfer imaging.,no,,
14570821,OUP,Brain : a journal of neurology,2004,10.1093/brain/awh015,https://doi.org/10.1093/brain/awh015,https://pubmed.ncbi.nlm.nih.gov/14570821/,The structural brain correlates of neurological soft signs in AESOP first-episode psychoses study.,no,,
16330500,OUP,Brain : a journal of neurology,2006,10.1093/brain/awh702,https://doi.org/10.1093/brain/awh702,https://pubmed.ncbi.nlm.nih.gov/16330500/,The association between the Val158Met polymorphism of the catechol-O-methyl transferase gene and morphological,yes,https://academic.oup.com/brain/article-pdf/129/2/399/825819/awh702.pdf,https://academic.oup.com/brain/article-pdf/129/2/399/825819/awh702.pdf
17698497,OUP,Brain : a journal of neurology,2007,10.1093/brain/awm184,https://doi.org/10.1093/brain/awm184,https://pubmed.ncbi.nlm.nih.gov/17698497/,Anatomically related grey and white matter abnormalities in adolescent-onset schizophrenia.,yes,https://academic.oup.com/brain/article-pdf/130/9/2375/825977/awm184.pdf,https://academic.oup.com/brain/article-pdf/130/9/2375/825977/awm184.pdf
18056163,OUP,Brain : a journal of neurology,2008,10.1093/brain/awm265,https://doi.org/10.1093/brain/awm265,https://pubmed.ncbi.nlm.nih.gov/18056163/,Orbitofrontal volume deficit in schizophrenia and thought disorder.,yes,https://academic.oup.com/brain/article-pdf/131/1/180/988757/awm265.pdf,https://academic.oup.com/brain/article-pdf/131/1/180/988757/awm265.pdf
18669483,OUP,Brain : a journal of neurology,2008,10.1093/brain/awn167,https://doi.org/10.1093/brain/awn167,https://pubmed.ncbi.nlm.nih.gov/18669483/,Enuresis as a premorbid developmental marker of schizophrenia.,no,,
20647266,OUP,Brain : a journal of neurology,2010,10.1093/brain/awq153,https://doi.org/10.1093/brain/awq153,https://pubmed.ncbi.nlm.nih.gov/20647266/,Impulsivity-related brain volume deficits in schizophrenia-addiction comorbidity.,yes,https://academic.oup.com/brain/article-pdf/133/10/3093/16696833/awq153.pdf,https://academic.oup.com/brain/article-pdf/133/10/3093/16696833/awq153.pdf
12427683,OUP,"Cerebral cortex (New York, N.Y. : 1991)",2002,10.1093/cercor/12.12.1331,https://doi.org/10.1093/cercor/12.12.1331,https://pubmed.ncbi.nlm.nih.gov/12427683/,A computational morphometric MRI study of schizophrenia: effects of hallucinations.,yes,https://academic.oup.com/cercor/article-pdf/12/12/1331/9751245/1201331.pdf,https://academic.oup.com/cercor/article-pdf/12/12/1331/9751245/1201331.pdf
36005854,OUP,"Cerebral cortex (New York, N.Y. : 1991)",2023,10.1093/cercor/bhac301,https://doi.org/10.1093/cercor/bhac301,https://pubmed.ncbi.nlm.nih.gov/36005854/,Two subtypes of schizophrenia identified by an individual-level atypical pattern of tensor-based morphometric ,no,,
18997157,OUP,Schizophrenia bulletin,2009,10.1093/schbul/sbn150,https://doi.org/10.1093/schbul/sbn150,https://pubmed.ncbi.nlm.nih.gov/18997157/,Voxel-based morphometric multisite collaborative study on schizophrenia.,no,,
19666833,OUP,Schizophrenia bulletin,2011,10.1093/schbul/sbp081,https://doi.org/10.1093/schbul/sbp081,https://pubmed.ncbi.nlm.nih.gov/19666833/,"""Where do auditory hallucinations come from?""--a brain morphometry study of schizophrenia patients with inner ",no,,
20929968,OUP,Schizophrenia bulletin,2012,10.1093/schbul/sbq113,https://doi.org/10.1093/schbul/sbq113,https://pubmed.ncbi.nlm.nih.gov/20929968/,Progressive structural brain changes during development of psychosis.,no,,
21205677,OUP,Schizophrenia bulletin,2012,10.1093/schbul/sbq150,https://doi.org/10.1093/schbul/sbq150,https://pubmed.ncbi.nlm.nih.gov/21205677/,Gray matter volume decreases in elderly patients with schizophrenia: a voxel-based morphometry study.,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/3406517
21296908,OUP,Schizophrenia bulletin,2012,10.1093/schbul/sbq140,https://doi.org/10.1093/schbul/sbq140,https://pubmed.ncbi.nlm.nih.gov/21296908/,Aging effects on regional brain structural changes in schizophrenia.,yes,https://academic.oup.com/schizophreniabulletin/article-pdf/38/4/838/5275059/sbq140.pdf,https://academic.oup.com/schizophreniabulletin/article-pdf/38/4/838/5275059/sbq140.pdf
22416266,OUP,Schizophrenia bulletin,2013,10.1093/schbul/sbs038,https://doi.org/10.1093/schbul/sbs038,https://pubmed.ncbi.nlm.nih.gov/22416266/,Analysis of the VAV3 as candidate gene for schizophrenia: evidences from voxel-based morphometry and mutation ,yes,https://academic.oup.com/schizophreniabulletin/article-pdf/39/3/720/16975399/sbs038.pdf,https://academic.oup.com/schizophreniabulletin/article-pdf/39/3/720/16975399/sbs038.pdf
22969150,OUP,Schizophrenia bulletin,2013,10.1093/schbul/sbs095,https://doi.org/10.1093/schbul/sbs095,https://pubmed.ncbi.nlm.nih.gov/22969150/,Distinguishing prodromal from first-episode psychosis using neuroanatomical single-subject pattern recognition,yes,https://academic.oup.com/schizophreniabulletin/article-pdf/39/5/1105/16975418/sbs095.pdf,https://academic.oup.com/schizophreniabulletin/article-pdf/39/5/1105/16975418/sbs095.pdf
25170032,OUP,Schizophrenia bulletin,2015,10.1093/schbul/sbu126,https://doi.org/10.1093/schbul/sbu126,https://pubmed.ncbi.nlm.nih.gov/25170032/,"Abnormal causal connectivity by structural deficits in first-episode, drug-naive schizophrenia at rest.",yes,https://academic.oup.com/schizophreniabulletin/article-pdf/41/1/57/7708481/sbu126.pdf,https://academic.oup.com/schizophreniabulletin/article-pdf/41/1/57/7708481/sbu126.pdf
25261565,OUP,Schizophrenia bulletin,2015,10.1093/schbul/sbu136,https://doi.org/10.1093/schbul/sbu136,https://pubmed.ncbi.nlm.nih.gov/25261565/,Heterogeneity of structural brain changes in subtypes of schizophrenia revealed using magnetic resonance imagi,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/4266302
25548384,OUP,Schizophrenia bulletin,2015,10.1093/schbul/sbu177,https://doi.org/10.1093/schbul/sbu177,https://pubmed.ncbi.nlm.nih.gov/25548384/,Patterns of Gray Matter Abnormalities in Schizophrenia Based on an International Mega-analysis.,yes,https://academic.oup.com/schizophreniabulletin/article-pdf/41/5/1133/16975792/sbu177.pdf,https://academic.oup.com/schizophreniabulletin/article-pdf/41/5/1133/16975792/sbu177.pdf
29186619,OUP,Schizophrenia bulletin,2018,10.1093/schbul/sbx137,https://doi.org/10.1093/schbul/sbx137,https://pubmed.ncbi.nlm.nih.gov/29186619/,Multisite Machine Learning Analysis Provides a Robust Structural Imaging Signature of Schizophrenia Detectable,yes,https://academic.oup.com/schizophreniabulletin/article-pdf/44/5/1035/25516127/sbx137.pdf,https://academic.oup.com/schizophreniabulletin/article-pdf/44/5/1035/25516127/sbx137.pdf
33860786,OUP,Schizophrenia bulletin,2021,10.1093/schbul/sbab037,https://doi.org/10.1093/schbul/sbab037,https://pubmed.ncbi.nlm.nih.gov/33860786/,Psychopathological Syndromes Across Affective and Psychotic Disorders Correlate With Gray Matter Volumes.,yes,https://academic.oup.com/schizophreniabulletin/article-pdf/47/6/1740/40809805/sbab037.pdf,https://academic.oup.com/schizophreniabulletin/article-pdf/47/6/1740/40809805/sbab037.pdf
37607339,OUP,Schizophrenia bulletin,2023,10.1093/schbul/sbad047,https://doi.org/10.1093/schbul/sbad047,https://pubmed.ncbi.nlm.nih.gov/37607339/,Associating Multimodal Neuroimaging Abnormalities With the Transcriptome and Neurotransmitter Signatures in Sc,yes,,https://www.ncbi.nlm.nih.gov/pmc/articles/10686354
