pmid,analysis_index,analysis_id,analysis_name,analysis_description,table_id,coordinate_count,coordinate_spaces,coordinates_json,invalid_point_count,dementia_all__include,dementia_all__confidence,dementia_all__reasoning,dementia_all__inclusion_criteria_applied,dementia_all__exclusion_criteria_applied,dementia_decreasing_activity__include,dementia_decreasing_activity__confidence,dementia_decreasing_activity__reasoning,dementia_decreasing_activity__inclusion_criteria_applied,dementia_decreasing_activity__exclusion_criteria_applied,structural__include,structural__confidence,structural__reasoning,structural__inclusion_criteria_applied,structural__exclusion_criteria_applied,functional__include,functional__confidence,functional__reasoning,functional__inclusion_criteria_applied,functional__exclusion_criteria_applied
18661129,0,18661129_analysis_0,NC > FTD,,64,9,None,"[[-8.0, 10.0, -16.0], [-8.0, 20.0, -22.0], [10.0, 38.0, 15.0], [-8.0, 9.0, -14.0], [-17.0, 8.0, 2.0], [-44.0, 35.0, -2.0], [30.0, 55.0, 12.0], [-61.0, -30.0, -15.0], [61.0, -11.0, -21.0]]",0,False,,"GLOBAL_I1 (whole-brain voxelwise) appears met, but GLOBAL_I2 is not met: the analyses compare 'FTD' to controls but do not specify the bvFTD subgroup required by GLOBAL_I2.",[],[],False,,"GLOBAL_I1 (whole-brain voxelwise) appears met, but GLOBAL_I2 is not met: the analyses compare 'FTD' to controls but do not specify the bvFTD subgroup required by GLOBAL_I2.",[],[],False,,"GLOBAL_I1 (whole-brain voxelwise) appears met, but GLOBAL_I2 is not met: the analyses compare 'FTD' to controls but do not specify the bvFTD subgroup required by GLOBAL_I2.",[],[],False,,"GLOBAL_I1 (whole-brain voxelwise) appears met, but GLOBAL_I2 is not met: the analyses compare 'FTD' to controls but do not specify the bvFTD subgroup required by GLOBAL_I2.",[],[]
18661129,1,18661129_analysis_1,NC > AD,,64,10,None,"[[4.0, -48.0, 25.0], [-4.0, -45.0, 32.0], [52.0, -56.0, 34.0], [-55.0, -23.0, -22.0], [-46.0, -70.0, 33.0], [63.0, -40.0, -14.0], [-10.0, 10.0, 6.0], [43.0, 24.0, 33.0], [-45.0, 26.0, 27.0], [6.0, 8.0, 23.0]]",0,False,,"GLOBAL_I1 (whole-brain voxelwise) appears met, but GLOBAL_I2 is not met: the analyses compare 'AD' and 'FTD' to controls but do not specify a bvFTD subgroup for comparison to controls as required by GLOBAL_I2.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[]
18661129,2,18661129_analysis_2,AD > FTD,,64,8,None,"[[-6.0, 22.0, -19.0], [-8.0, 15.0, -18.0], [-4.0, 32.0, 24.0], [18.0, 13.0, -19.0], [12.0, 36.0, 24.0], [-22.0, 14.0, -1.0], [43.0, -1.0, -30.0], [32.0, 10.0, -2.0]]",0,False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: comparison involves AD and FTD but does not specify bvFTD vs controls as required.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[]
18661129,3,18661129_analysis_3,FTD > AD,,64,6,None,"[[26.0, -69.0, 31.0], [-22.0, -59.0, 35.0], [14.0, -62.0, 36.0], [-10.0, -62.0, 38.0], [-48.0, -64.0, 3.0], [41.0, -30.0, -12.0]]",0,False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: analyses compare FTD and AD but do not specify bvFTD vs controls as required.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[]
18661129,4,18661129_analysis_4,FTD > NC,,64,6,None,"[[31.0, -83.0, 8.0], [-14.0, -83.0, 4.2], [-15.0, -21.0, -7.0], [-46.0, -25.0, -2.0], [21.0, -16.0, -8.0], [65.0, -36.0, 17.0]]",0,False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: analyses compare FTD to NC but do not specify bvFTD subgroup required by GLOBAL_I2.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: analyses compare FTD to NC but do not specify bvFTD subgroup required by GLOBAL_I2.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: analyses compare FTD to NC but do not specify bvFTD subgroup required by GLOBAL_I2.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: analyses compare FTD to NC but do not specify bvFTD subgroup required by GLOBAL_I2.",[],[]
18661129,5,18661129_analysis_5,AD > NC,,64,7,None,"[[-1.0, -32.0, -25.0], [-46.0, -16.0, 28.0], [30.0, -16.0, -1.0], [-18.0, -16.0, -1.0], [18.0, -72.0, 5.0], [-6.0, -85.0, 6.0], [66.0, -6.0, 28.0]]",0,False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: analyses compare AD to NC and FTD but do not specify bvFTD subgroup required by GLOBAL_I2.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[],False,,"GLOBAL_I1 appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[]
18661129,6,18661129_analysis_6,NC > FTD,,65,9,None,"[[-10.0, 37.0, 14.0], [-60.0, 7.0, -16.0], [35.0, 58.0, -6.0], [-32.0, 47.0, 18.0], [-37.0, 0.0, -7.0], [42.0, -5.0, -10.0], [-25.0, -8.0, -18.0], [29.0, -8.0, -19.0], [55.0, -3.0, -29.0]]",0,False,,"GLOBAL_I1 (whole-brain voxelwise) appears met (VBM), but GLOBAL_I2 is not met: analyses compare FTD to NC but do not specify bvFTD subgroup required by GLOBAL_I2.",[],[],False,,"LOCAL DEMENTIA_DECREASING_ACTIVITY_I1 could apply (NC > FTD indicates decreases), but GLOBAL_I2 is not met: bvFTD not specified, so excluded.",[],[],False,,"STRUCTURAL_I1 (VBM) appears met, but GLOBAL_I2 is not met: required bvFTD vs control comparison is not specified.",[],[],False,,"FUNCTIONAL_I1 requires FDG-PET or fMRI; this analysis is VBM (structural) and GLOBAL_I2 is not met (bvFTD not specified), so excluded.",[],[]
18661129,7,18661129_analysis_7,NC > AD,,65,7,None,"[[-25.0, -11.0, -10.0], [51.0, -59.0, 34.0], [-11.0, -54.0, 44.0], [-6.0, 22.0, 27.0], [28.0, -12.0, -12.0], [8.0, -53.0, 36.0], [-52.0, -51.0, 35.0]]",0,False,,"GLOBAL_I1 (whole-brain voxelwise) appears met (VBM), but GLOBAL_I2 is not met: analyses compare AD to NC/FTD but do not specify bvFTD subgroup required by GLOBAL_I2.",[],[],False,,GLOBAL_I2 not met: bvFTD vs control comparison is not specified.,[],[],False,,"STRUCTURAL_I1 (VBM) appears met, but GLOBAL_I2 not met: required bvFTD vs control comparison is not specified.",[],[],False,,"FUNCTIONAL_I1 not met for this VBM analysis; additionally GLOBAL_I2 not met (bvFTD not specified), so excluded.",[],[]
18661129,8,18661129_analysis_8,AD > FTD,,65,4,None,"[[-28.0, 7.0, -41.0], [-8.0, 12.0, -18.0], [34.0, 14.0, -39.0], [-9.0, 17.0, -20.0]]",0,False,,"GLOBAL_I1 (whole-brain voxelwise) appears met (VBM), but GLOBAL_I2 is not met: comparison AD > FTD does not specify bvFTD vs controls required by GLOBAL_I2.",[],[],False,,GLOBAL_I2 not met: bvFTD vs control comparison is not specified.,[],[],False,,"STRUCTURAL_I1 (VBM) appears met, but GLOBAL_I2 not met: required bvFTD vs control comparison is not specified.",[],[],False,,"FUNCTIONAL_I1 not met for this VBM analysis; additionally GLOBAL_I2 not met (bvFTD not specified), so excluded.",[],[]
20493673,0,20493673_analysis_0,SD,,tbl2,13,MNI,"[[-60.0, -20.0, -30.0], [-50.0, -6.0, -34.0], [-46.0, -26.0, -30.0], [-12.0, 10.0, -22.0], [-12.0, 4.0, 8.0], [8.0, 58.0, 34.0], [6.0, 58.0, 10.0], [-40.0, -2.0, 8.0], [-40.0, 14.0, 4.0], [-8.0, 8.0, 28.0], [62.0, -14.0, -28.0], [12.0, 32.0, 20.0], [12.0, 24.0, 26.0]]",0,True,,"Study-level FDG-PET whole-brain voxelwise analyses compare semantic dementia (SD) patients to healthy controls and use FDG-PET modality, satisfying global whole-brain and group-comparison requirements and the local modality requirement.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_ALL_I1""]",[],True,,"SD vs controls reported decreased glucose metabolism (control > SD / diminished utilization) in whole-brain FDG-PET voxelwise analyses, meeting global and local modality/decrease criteria.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],False,,Excluded because the analysis uses FDG-PET metabolic imaging rather than Voxel-Based Morphometry — missing local inclusion STRUCTURAL_I1.,[],[],True,,Whole-brain FDG-PET voxelwise comparison of SD to controls satisfies global criteria and the functional modality requirement (FDG-PET).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""FUNCTIONAL_I1""]",[]
20493673,1,20493673_analysis_1,FTD,,tbl2,8,MNI,"[[4.0, 28.0, 38.0], [4.0, 66.0, 2.0], [4.0, 64.0, 20.0], [-8.0, 8.0, 4.0], [-14.0, 0.0, 16.0], [0.0, 30.0, -24.0], [-10.0, 20.0, -26.0], [20.0, 6.0, 10.0]]",0,True,,Whole-brain FDG-PET voxelwise analyses comparing FTD patients to healthy controls are reported in the study; modality and group-comparison criteria are satisfied.,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_ALL_I1""]",[],True,,"FTD versus controls show decreased glucose metabolism in whole-brain FDG-PET voxelwise analyses (Control > FTD), meeting both global and local criteria for decreases and modality.","[""GLOBAL_I1"", ""GLOBAL_I2"", ""DEMENTIA_DECREASING_ACTIVITY_I1"", ""DEMENTIA_DECREASING_ACTIVITY_I2""]",[],False,,Excluded because the analysis uses FDG-PET metabolic imaging rather than Voxel-Based Morphometry — missing local inclusion STRUCTURAL_I1.,[],[],True,,Whole-brain FDG-PET voxelwise FTD vs control comparisons satisfy global criteria and the functional modality requirement (FDG-PET).,"[""GLOBAL_I1"", ""GLOBAL_I2"", ""FUNCTIONAL_I1""]",[]
20493673,2,20493673_analysis_2,Executive deficits,,tbl3,12,MNI,"[[0.0, 0.0, 30.0], [2.0, 18.0, 24.0], [12.0, 18.0, 24.0], [-12.0, -2.0, 12.0], [-12.0, 8.0, 6.0], [-8.0, -30.0, 12.0], [-26.0, 50.0, 30.0], [-58.0, 14.0, 22.0], [-48.0, 12.0, 42.0], [2.0, 56.0, 4.0], [-26.0, 18.0, 54.0], [-40.0, 18.0, -2.0]]",0,False,,Excluded because this analysis is a within-patient correlation of executive deficits with FDG-PET metabolism rather than a comparison of a bvFTD group to healthy controls — missing global inclusion criterion GLOBAL_I2.,[],[],False,,"Although the analysis reports decreases in metabolism associated with executive dysfunction and uses FDG-PET, it is a within-patient regression (correlation) not a bvFTD vs control group comparison — missing GLOBAL_I2.",[],[],False,,Excluded because it does not meet the required group-comparison global criterion GLOBAL_I2 (within-patient correlation rather than bvFTD vs controls) and it does not use VBM (missing STRUCTURAL_I1).,[],[],False,,"Excluded because the analysis is a within-patient correlation (executive score vs FDG-PET) rather than a bvFTD vs healthy control comparison — missing GLOBAL_I2, so global criteria fail despite using FDG-PET.",[],[]
